id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,big_or_small,underweight,overweight,severe_overweight,smoker,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction
157568,53115,MW00000,BU04840505,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.7,48.8,13.2,14.4,85.1,7.6,5.3,25.9,22.3,20.4,44.1,41.8,8.5,24.5,86.7,56.6,3.1,3.4,24.9,50.5,39.6,2.9,51.9,5.0,2.3
157577,53115,MW00000,BU04840601,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,47.1,14.2,19.6,84.2,8.5,6.2,26.7,23.4,21.9,48.8,44.6,9.8,27.4,84.5,54.7,3.9,4.5,26.7,51.2,39.7,3.7,53.1,6.7,2.8
157580,53115,MW00000,BU04840602,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,49.7,15.8,23.0,81.9,9.2,6.2,28.2,25.8,24.1,52.1,50.6,12.5,33.1,81.9,50.5,4.5,5.2,30.7,48.8,41.2,4.0,50.8,7.9,3.3
157583,53115,MW00000,BU04840603,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,47.4,14.0,18.4,85.7,8.4,5.9,26.8,23.5,22.0,48.1,45.0,9.6,27.5,84.9,55.8,3.6,4.0,26.6,51.3,38.7,3.2,53.4,6.1,2.5
157586,53115,MW00000,BU04840604,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,46.5,11.6,13.3,88.6,7.8,5.8,25.2,21.4,20.1,43.1,38.9,7.2,21.9,88.2,60.0,2.8,2.5,22.6,52.7,36.4,2.2,54.4,4.2,1.9
157595,53115,MW00000,BU04840701,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,48.4,13.3,17.6,86.6,10.0,8.2,26.1,22.7,21.1,42.2,40.8,7.3,21.7,86.7,54.7,3.8,3.2,25.0,50.6,34.0,2.7,49.6,4.5,2.4
157598,53115,MW00000,BU04840702,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,41.5,7.6,10.7,87.5,8.9,6.6,19.1,16.7,15.3,39.0,35.1,4.8,17.2,91.3,51.2,2.1,1.5,21.7,57.8,33.9,1.6,52.9,2.4,1.6
157604,53115,MW00000,BU04840801,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,49.4,14.1,19.9,84.6,9.0,5.9,24.9,22.0,20.5,47.0,45.0,9.9,25.2,85.7,48.1,3.9,3.8,28.6,49.1,38.2,2.8,51.2,6.0,2.9
157607,53115,MW00000,BU04840802,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.3,47.3,15.1,24.4,80.0,9.1,6.0,29.1,26.4,24.4,56.0,53.8,14.8,37.2,80.6,53.4,4.9,5.9,32.9,50.9,42.9,4.8,51.0,9.4,3.9
157610,53115,MW00000,BU04840803,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,46.9,12.5,14.2,86.9,7.9,5.6,25.7,21.2,19.6,43.7,40.6,7.7,23.3,87.3,59.1,3.3,3.1,24.0,52.0,38.4,2.4,53.1,4.8,2.1
157613,53115,MW00000,BU04840804,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,48.1,13.8,16.3,82.8,7.7,5.0,25.5,22.2,20.7,47.1,43.3,9.3,26.3,85.5,55.8,4.0,4.1,25.8,50.8,42.2,3.1,52.1,5.9,2.7
157616,53115,MW00000,BU04840805,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,46.8,12.1,13.9,86.6,7.6,5.6,25.5,20.9,19.7,44.0,40.1,7.7,23.1,87.3,59.2,3.2,2.9,23.8,52.2,39.1,2.4,54.2,4.6,1.9
157619,53115,MW00000,BU04840806,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,45.7,12.2,15.6,87.1,8.4,5.9,25.4,21.3,19.9,45.3,41.1,7.7,23.9,87.0,59.4,3.0,3.0,23.9,53.1,37.7,2.4,53.7,4.9,2.0
157622,53115,MW00000,BU04840807,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.8,47.8,13.8,15.6,78.4,6.6,4.3,24.7,21.3,19.7,47.5,44.7,10.3,27.7,85.7,56.0,3.7,4.3,26.9,51.0,44.9,3.0,51.9,6.2,3.1
157625,53115,MW00000,BU04840808,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,49.7,14.7,16.8,80.1,7.0,4.8,26.4,23.0,21.5,48.0,46.1,10.9,29.1,84.7,54.4,4.0,4.3,28.4,49.1,44.4,3.2,50.5,6.6,3.0
157628,53115,MW00000,BU04840809,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,41.4,9.1,10.5,90.2,7.8,5.2,21.5,16.7,15.4,39.3,35.8,5.6,19.2,91.0,67.6,2.5,1.6,20.2,57.3,34.5,1.6,54.5,3.4,1.3
157631,53115,MW00000,BU04840810,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,47.4,12.6,13.3,84.7,7.8,5.4,25.3,21.5,19.8,43.5,41.7,8.3,24.4,87.1,58.3,3.2,3.1,24.9,51.4,40.7,2.5,52.9,4.9,2.2
157634,53115,MW00000,BU04840811,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,48.5,13.2,13.4,86.2,7.9,5.8,25.6,21.8,20.4,43.5,40.5,7.7,23.2,87.1,58.1,3.6,3.0,24.0,50.4,38.6,2.4,53.4,4.7,2.1
157640,53115,MW00000,BU04840813,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.8,56.7,20.4,25.6,81.3,8.5,6.7,32.7,33.5,31.8,54.0,49.9,13.4,30.7,77.6,39.1,5.4,7.8,32.5,41.4,40.4,8.5,48.1,10.0,5.5
157646,53115,MW00000,BU04840901,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,47.0,11.3,13.4,87.0,9.3,7.4,24.2,20.3,19.2,39.9,37.3,5.8,18.2,89.1,51.9,2.9,2.2,23.3,52.1,34.7,1.9,49.6,2.9,1.8
157652,53115,MW00000,BU04843101,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.2,46.5,12.9,15.9,83.5,8.1,5.6,25.4,22.4,20.9,43.4,39.1,7.9,22.2,87.2,53.7,2.9,3.6,24.4,52.1,39.4,2.5,51.5,5.0,2.4
157655,53115,MW00000,BU04843102,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,47.6,12.9,15.1,84.3,7.4,5.3,25.0,21.1,19.6,43.5,38.4,7.5,21.8,87.2,57.1,2.9,3.7,23.0,51.6,40.3,2.5,51.9,4.7,2.6
157658,53115,MW00000,BU04843103,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,51.1,15.3,17.7,82.8,7.2,5.4,27.5,23.7,22.3,46.6,41.0,9.1,23.8,85.0,51.6,3.3,4.5,25.7,47.3,41.7,3.4,50.3,6.1,3.0
157661,53115,MW00000,BU04843104,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.8,47.0,12.7,16.4,88.2,9.2,6.6,21.8,17.8,16.4,37.8,36.6,5.9,18.6,90.0,57.8,2.8,2.1,22.6,51.6,35.9,1.8,51.1,3.2,1.9
157667,53115,MW00000,BU04844501,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.9,42.5,10.0,13.5,88.1,9.0,7.3,26.8,22.4,20.7,42.9,38.2,6.2,18.1,88.1,52.9,2.3,2.4,22.8,53.7,33.7,2.4,51.0,3.4,2.2
157670,53115,MW00000,BU04844502,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,47.0,11.4,11.0,83.8,8.7,6.8,26.1,19.4,18.3,36.4,34.7,4.9,17.1,90.7,47.8,2.6,1.7,20.9,51.2,40.9,1.6,52.8,2.6,1.7
157673,53115,MW00000,BU04844503,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,46.3,13.5,17.3,84.5,10.3,7.1,26.8,24.5,22.9,49.5,41.7,8.9,23.6,85.8,47.4,3.3,3.8,24.6,51.6,36.4,3.1,47.9,5.9,2.7
157676,53115,MW00000,BU04844504,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,42.9,10.0,11.5,87.2,9.7,9.1,21.9,17.8,17.0,38.9,37.1,4.7,17.1,90.0,56.9,2.5,2.7,22.6,55.5,32.5,1.8,49.0,3.5,1.7
157682,53115,MW00000,BU04847001,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.2,43.5,10.1,13.8,87.6,9.6,7.4,23.0,19.5,17.9,41.0,36.5,5.6,17.9,89.6,54.9,2.7,2.1,22.0,54.8,33.8,2.1,50.9,3.2,2.0
157685,53115,MW00000,BU04847002,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.4,44.0,9.5,14.2,87.5,10.0,8.6,21.5,19.4,17.2,41.0,36.1,5.4,17.3,89.7,53.0,2.6,2.1,22.4,54.7,32.3,2.3,51.1,3.5,2.2
157688,53115,MW00000,BU04847003,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.2,44.5,10.4,13.6,86.4,9.1,6.6,22.8,19.6,18.2,41.3,37.2,5.9,18.2,89.6,52.0,2.7,2.3,22.5,54.1,34.8,2.1,51.0,3.4,2.4
157691,53115,MW00000,BU04847004,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,47.0,12.0,15.2,86.8,9.0,6.5,23.8,20.5,18.5,42.1,37.8,6.8,20.0,88.1,57.5,2.8,2.6,23.0,51.7,34.8,2.4,50.9,4.0,2.2
157694,53115,MW00000,BU04847005,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,46.7,12.8,17.1,85.0,7.6,5.2,25.5,22.0,20.3,45.6,42.7,9.1,25.1,86.4,58.2,3.1,3.4,25.9,52.2,38.1,2.9,50.9,5.7,2.5
157697,53115,MW00000,BU04847006,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,47.8,13.4,16.5,85.4,8.4,6.1,26.3,23.0,21.3,45.0,41.6,8.4,23.5,86.2,56.9,3.2,3.7,25.5,50.8,37.6,3.1,50.2,5.5,2.7
157700,53115,MW00000,BU04847007,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,50.7,15.5,20.2,78.7,9.0,6.6,28.5,26.5,24.7,48.8,45.3,10.6,26.5,83.2,50.4,4.2,5.4,28.6,48.0,41.3,4.4,47.7,7.2,3.7
157703,53115,MW00000,BU04847008,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.2,49.1,15.0,21.0,82.7,7.8,5.2,27.2,24.4,22.6,50.2,48.9,12.6,31.7,83.7,51.5,4.2,4.7,30.7,49.3,39.6,3.7,50.0,7.6,3.3
157706,53115,MW00000,BU04847009,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,51.5,16.6,18.9,69.7,6.7,4.5,28.0,26.0,24.4,50.7,46.1,11.8,29.0,81.9,49.3,4.9,6.0,29.7,46.7,48.9,4.2,48.4,8.0,4.3
157709,53115,MW00000,BU04847010,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,50.3,15.0,16.9,77.3,7.0,4.7,26.1,23.2,21.7,47.4,43.4,9.7,26.7,85.2,52.6,3.8,4.1,26.8,48.3,45.8,3.2,49.6,6.4,3.2
157712,53115,MW00000,BU04847011,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,49.0,15.1,20.5,80.6,7.6,5.1,27.2,24.3,22.4,50.1,47.2,11.3,29.9,83.6,53.7,3.8,4.9,28.6,50.1,42.2,3.6,49.4,7.6,3.6
157715,53115,MW00000,BU04847012,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,49.9,15.7,18.6,77.4,7.3,4.9,28.4,25.7,24.0,49.4,46.4,11.4,29.0,82.7,52.7,4.4,5.6,29.1,49.0,45.3,4.0,49.5,7.6,3.7
157718,53115,MW00000,BU04847013,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,48.8,14.5,18.3,78.3,7.7,5.0,26.3,23.6,21.9,48.7,45.1,10.8,28.3,84.3,53.1,3.7,4.5,28.0,49.8,43.5,3.5,49.5,7.1,3.4
157721,53115,MW00000,BU04847014,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,45.7,11.8,14.8,86.1,8.1,5.5,25.3,22.7,20.9,44.2,40.3,8.4,22.5,86.9,58.5,3.0,3.1,25.2,52.8,37.9,2.8,51.2,5.1,2.6
157724,53115,MW00000,BU04847015,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.3,43.3,9.6,13.1,86.4,9.6,6.7,21.4,18.1,16.4,38.7,36.1,5.4,17.0,90.5,52.9,2.4,1.7,22.2,54.1,35.4,1.8,51.4,3.0,1.9
157730,53115,MW00000,BU04847101,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,45.1,13.8,19.0,85.5,9.4,7.6,27.7,24.2,23.1,47.2,41.6,8.2,23.3,84.7,53.2,3.4,4.2,24.9,51.9,34.4,3.5,49.1,5.4,2.8
157736,53115,MW00000,BU04847103,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.7,46.8,15.1,16.7,84.5,8.0,6.9,29.3,25.2,24.1,45.5,40.2,6.3,21.3,84.8,53.5,2.6,4.6,23.9,50.9,34.5,4.3,49.4,4.6,2.8
157742,53115,MW00000,BU04849101,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,47.7,13.9,16.1,85.4,8.9,7.0,26.0,22.7,21.2,44.3,40.2,8.3,22.8,86.3,54.7,3.2,3.6,25.2,50.6,36.3,3.1,51.0,4.8,2.7
157745,53115,MW00000,BU04849102,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.3,43.7,9.9,12.7,88.1,9.3,6.9,22.5,19.3,17.9,39.9,37.2,5.9,18.0,89.5,53.4,2.5,1.9,23.4,54.9,32.6,2.1,51.9,3.2,1.9
157748,53115,MW00000,BU04849103,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,49.7,14.6,17.0,84.5,8.9,6.7,26.9,23.9,22.5,45.3,41.4,8.9,23.5,85.2,52.5,3.5,4.0,25.8,48.4,36.8,3.5,51.3,5.5,2.8
157751,53115,MW00000,BU04849104,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,47.5,13.8,16.0,86.4,8.9,6.3,23.9,20.8,19.3,45.8,38.1,7.7,21.5,87.4,55.7,2.9,3.0,23.3,50.8,34.9,2.6,50.9,4.9,2.5
157754,53115,MW00000,BU04849105,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,45.6,12.7,13.8,86.6,8.9,7.0,24.6,21.3,19.8,42.2,37.8,6.4,19.8,88.1,56.8,2.6,2.5,23.3,53.1,35.0,2.6,51.0,4.0,2.1
157760,53115,MW00000,BU04849401,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,45.4,12.7,18.5,85.7,9.6,7.4,25.3,21.9,20.2,46.4,43.8,9.9,26.1,86.6,56.7,3.3,2.8,27.1,52.5,34.0,2.6,53.9,5.6,2.7
157763,53115,MW00000,BU04849402,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,50.1,15.3,18.0,85.1,8.7,5.8,27.2,23.9,22.1,48.9,44.4,9.8,27.3,85.2,55.9,3.4,3.7,26.6,48.4,35.4,3.4,52.5,6.1,2.9
157766,53115,MW00000,BU04849403,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.0,50.5,15.7,19.1,83.9,8.8,6.1,28.3,25.1,23.4,49.0,44.5,10.2,27.2,84.1,54.2,3.8,4.4,27.3,47.8,36.4,3.7,52.5,6.5,3.1
157769,53115,MW00000,BU04849404,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.9,50.2,14.2,16.0,85.2,8.4,6.0,28.0,24.8,23.2,45.2,41.1,8.7,24.0,85.4,54.2,3.4,3.8,25.3,48.8,36.0,3.2,52.6,5.7,2.8
157775,53115,MW00000,BU04849601,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,44.5,11.0,12.9,88.1,8.9,6.8,24.6,20.6,18.9,42.8,38.7,7.6,21.3,88.6,61.7,2.8,2.3,24.0,53.9,33.5,2.3,53.7,4.2,1.9
157778,53115,MW00000,BU04849602,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.8,49.8,14.6,16.1,85.3,8.3,6.1,26.2,23.2,21.4,45.1,40.7,8.2,23.5,86.2,56.0,3.3,3.6,24.5,49.0,37.2,2.9,52.8,5.5,3.0
157781,53115,MW00000,BU04849603,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,1.8,50.5,14.9,17.8,83.4,8.7,6.0,27.8,24.5,22.8,47.8,43.7,10.0,26.4,84.6,54.1,3.8,4.4,27.3,48.0,38.4,3.5,52.0,6.2,3.2
157784,53115,MW00000,BU04849604,2020JJ00,Alphen aan den Rijn                     ,Buurt     ,S,2.1,44.2,11.6,16.0,89.6,10.6,7.9,21.5,18.4,16.8,41.7,37.6,5.9,19.5,90.0,58.9,2.5,1.8,22.6,53.8,29.6,1.9,51.8,3.7,1.8
208556,53115,MOG0095,BU04820101,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.9,45.2,11.1,11.1,78.8,4.8,3.2,21.4,18.0,16.6,37.3,34.8,4.8,18.0,82.9,48.6,1.6,2.1,20.3,43.8,41.5,1.8,45.4,3.2,0.9
208559,53115,MOG0095,BU04820102,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.6,51.7,16.1,17.6,69.7,4.0,2.5,28.5,25.8,24.5,44.3,44.3,9.7,26.9,72.4,36.2,3.7,6.5,26.9,36.2,48.6,3.4,40.6,6.2,2.2
208562,53115,MOG0095,BU04820103,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.2,48.9,13.9,15.4,77.7,5.1,3.5,23.8,20.6,19.3,41.9,38.4,7.2,22.0,81.6,45.6,2.8,3.4,22.8,42.9,44.8,2.4,45.8,5.3,1.9
208565,53115,MOG0095,BU04820104,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.9,43.3,10.3,12.1,79.4,4.5,3.0,18.8,16.4,15.5,35.8,32.4,4.5,17.3,83.3,46.7,1.2,1.5,18.5,44.2,40.6,0.9,44.8,2.7,0.9
208568,53115,MOG0095,BU04820105,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.7,47.6,12.3,11.9,75.8,4.1,2.9,22.3,19.2,17.8,37.9,36.3,5.9,19.2,82.2,46.7,2.4,2.7,21.4,42.5,44.9,1.3,43.4,3.7,1.3
208574,53115,MOG0095,BU04820201,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.6,44.7,10.9,10.6,80.7,4.4,2.6,19.7,16.8,15.6,35.3,32.4,4.4,15.9,82.9,47.4,1.2,1.2,19.4,42.9,38.8,1.2,44.1,2.6,0.9
208577,53115,MOG0095,BU04820202,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.0,50.8,15.4,17.9,76.3,5.6,3.3,25.7,23.5,21.7,44.5,42.4,9.4,25.2,77.9,43.3,3.1,4.6,26.7,40.5,43.8,2.8,43.0,6.1,2.6
208580,53115,MOG0095,BU04820203,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.7,48.5,12.3,12.3,73.9,3.7,2.2,22.8,20.5,19.0,38.1,36.2,6.0,19.4,78.7,43.3,2.6,3.0,22.0,38.4,44.4,1.9,41.0,3.7,1.1
208586,53115,MOG0095,BU04820205,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.2,50.9,15.4,17.3,72.9,4.6,2.9,26.3,25.0,23.2,45.5,41.5,8.8,24.6,76.2,40.9,2.9,5.0,25.9,38.8,47.0,3.3,41.5,6.3,2.7
208589,53115,MOG0095,BU04820206,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.9,48.0,12.8,14.5,73.9,4.3,2.0,21.9,20.2,18.5,41.8,36.6,6.8,20.2,78.7,43.8,2.6,3.7,21.6,40.3,45.2,2.3,42.3,4.8,2.3
208595,53115,MOG0095,BU04820301,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.0,48.6,13.5,12.3,79.8,4.6,3.0,23.1,20.7,19.1,38.2,36.1,6.4,19.2,82.2,47.3,2.2,2.9,22.0,42.0,42.3,1.6,44.7,4.0,1.6
208598,53115,MOG0095,BU04820302,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.8,45.9,11.0,10.3,78.5,4.6,3.1,22.8,19.5,18.2,35.9,35.1,5.1,17.4,81.5,47.7,2.1,2.1,20.5,43.1,42.8,1.3,44.4,3.3,0.8
208601,53115,MOG0095,BU04820303,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.0,48.6,13.7,13.5,77.0,4.9,3.2,25.3,22.0,20.6,41.0,38.6,6.7,21.8,80.9,43.5,2.2,3.2,22.7,41.5,44.2,2.0,44.2,4.6,1.5
208604,53115,MOG0095,BU04820304,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.1,48.5,12.7,12.3,78.2,4.5,3.0,24.2,21.4,19.9,37.3,35.5,5.7,18.6,80.7,45.6,1.9,2.5,20.6,41.3,42.6,1.5,43.9,4.0,1.3
208607,53115,MOG0095,BU04820305,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.0,52.1,16.5,15.1,63.6,3.6,2.4,26.0,24.7,22.7,44.0,42.3,8.9,24.3,75.9,37.2,5.0,7.0,25.8,37.3,54.9,3.2,42.1,6.0,2.6
208610,53115,MOG0095,BU04820306,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.4,51.6,16.5,17.1,69.7,4.7,3.1,26.7,24.2,22.5,45.3,42.2,8.8,25.2,78.2,40.6,3.9,5.7,25.3,39.9,50.1,3.1,43.6,6.2,2.8
208613,53115,MOG0095,BU04820307,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.3,51.7,16.4,19.8,68.1,5.0,3.2,26.9,25.3,23.2,49.3,49.3,12.9,31.6,75.7,39.4,4.9,6.6,31.6,39.8,51.6,3.6,42.9,8.3,4.3
208619,53115,MOG0095,BU04820401,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.8,49.5,13.4,13.9,74.4,4.8,3.3,24.3,22.1,20.7,39.2,37.9,6.9,20.2,80.0,40.8,3.0,3.9,23.1,41.1,47.0,2.3,43.4,4.4,1.6
208622,53115,MOG0095,BU04820402,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.4,48.9,14.7,16.1,73.3,5.1,2.9,25.9,24.0,22.5,43.3,41.0,8.7,23.4,78.9,41.7,3.7,5.5,25.2,42.1,48.4,3.1,45.1,6.0,2.8
208625,53115,MOG0095,BU04820403,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.5,36.6,6.3,7.9,82.2,4.7,2.6,15.2,12.0,11.0,30.4,27.7,3.1,13.6,85.3,57.1,1.0,0.0,15.2,47.9,33.5,0.0,45.5,1.6,0.0
208628,53115,MOG0095,BU04820404,2020JJ00,Alblasserdam                            ,Buurt     ,S,1.1,50.5,15.9,19.2,64.3,3.8,2.2,25.8,24.7,23.1,45.6,45.6,9.6,28.0,69.8,32.4,3.3,6.0,27.5,33.5,47.8,2.7,39.6,6.6,2.2
208634,53115,MOG0095,BU04820501,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.0,30.8,0.0,0.0,61.5,0.0,0.0,7.7,7.7,7.7,23.1,15.4,0.0,7.7,69.2,30.8,0.0,0.0,7.7,23.1,23.1,0.0,23.1,0.0,0.0
208640,53115,MOG0095,BU04820503,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.0,42.9,7.1,7.1,60.7,0.0,0.0,17.9,17.9,17.9,32.1,28.6,3.6,14.3,60.7,25.0,3.6,0.0,17.9,21.4,32.1,0.0,25.0,3.6,0.0
208649,53115,MOG0095,BU04820602,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.0,23.7,0.0,2.6,73.7,2.6,0.0,5.3,5.3,2.6,23.7,18.4,0.0,5.3,81.6,42.1,0.0,0.0,7.9,44.7,31.6,0.0,36.8,0.0,0.0
208652,53115,MOG0095,BU04820603,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.0,25.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,16.7,8.3,0.0,0.0,75.0,33.3,0.0,0.0,0.0,16.7,8.3,0.0,16.7,0.0,0.0
208655,53115,MOG0095,BU04820604,2020JJ00,Alblasserdam                            ,Buurt     ,S,0.0,39.7,7.4,10.3,72.1,2.9,0.7,14.7,13.2,11.8,32.4,26.5,2.9,11.8,76.5,36.8,0.0,0.0,14.7,35.3,30.9,0.0,36.8,1.5,0.0
208664,53115,MOG0095,BU06130101,2020JJ00,Albrandswaard                           ,Buurt     ,S,1.3,49.3,13.3,12.9,81.8,5.4,3.4,24.3,20.2,19.1,40.0,38.8,7.0,21.0,83.1,55.5,2.6,3.1,24.1,43.8,39.3,1.9,45.9,4.1,1.8
208667,53115,MOG0095,BU06130102,2020JJ00,Albrandswaard                           ,Buurt     ,S,0.0,43.9,9.8,7.3,70.7,0.0,0.0,19.5,17.1,17.1,31.7,31.7,2.4,14.6,65.9,35.3,0.0,0.0,17.1,26.8,29.3,0.0,31.7,0.0,0.0
208670,53115,MOG0095,BU06130103,2020JJ00,Albrandswaard                           ,Buurt     ,S,0.0,40.6,6.2,3.1,75.0,0.0,0.0,15.6,12.5,9.4,21.9,21.9,0.0,6.2,71.9,40.6,0.0,0.0,12.5,25.0,25.0,0.0,37.5,0.0,0.0
208673,53115,MOG0095,BU06130104,2020JJ00,Albrandswaard                           ,Buurt     ,S,0.0,39.1,5.8,7.2,81.2,2.9,1.4,15.9,13.7,13.0,29.0,27.5,1.4,11.6,79.7,44.9,0.0,0.0,15.9,37.7,24.6,0.0,37.7,0.0,0.0
208679,53115,MOG0095,BU06130205,2020JJ00,Albrandswaard                           ,Buurt     ,S,1.1,50.2,14.8,15.6,79.0,5.6,3.6,25.7,22.7,21.1,42.7,42.7,9.0,24.2,80.1,49.8,3.1,4.3,27.0,42.2,40.3,2.5,44.4,5.1,2.3
208682,53115,MOG0095,BU06130207,2020JJ00,Albrandswaard                           ,Buurt     ,S,0.0,34.8,0.0,0.0,69.6,0.0,0.0,13.0,13.0,13.0,21.7,21.7,0.0,4.3,69.6,39.1,0.0,0.0,13.0,26.1,21.7,0.0,30.4,0.0,0.0
208688,53115,MOG0095,BU06130308,2020JJ00,Albrandswaard                           ,Buurt     ,S,1.2,49.6,14.9,17.7,73.9,4.8,2.5,26.1,24.2,22.4,45.5,46.4,10.7,28.2,76.4,45.1,3.6,5.3,29.0,39.8,44.8,3.0,41.7,6.2,3.0
208691,53115,MOG0095,BU06130309,2020JJ00,Albrandswaard                           ,Buurt     ,S,1.2,49.2,13.9,13.5,80.4,5.5,3.4,24.3,20.7,19.3,40.7,40.1,7.1,21.8,81.9,53.3,2.8,3.6,24.4,43.2,40.1,2.0,46.2,4.4,1.8
208694,53115,MOG0095,BU06130310,2020JJ00,Albrandswaard                           ,Buurt     ,S,0.9,48.8,14.0,13.6,76.8,4.4,2.8,25.4,22.1,20.6,41.8,40.0,8.1,22.5,78.6,47.9,2.6,3.9,24.9,40.3,41.6,2.0,43.1,4.6,1.8
