,id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,underweight,normaalgewicht_8,overweight,severe_overweight,smoker,complies with alcohol directive,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,ernstigbeperktvanwegegezondheid_18,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression, high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,voldoetaanbeweegrichtlijn_5,weekly_athletes, hearing_restriction,visual_restriction,motor_restriction,socially_lonely
49496,259112,53115,MOG0095,BU18920206,2020JJ00,Zuidplas                                ,Buurt     ,1,44.1,47.9,13.2,14,39.6,79.9,5.7,3.8,24,20.9,2,19.3,40.9,4.3,38.9,6.8,21.5,82.3,45,50.2,1.9,2.7,3.1,23.1
49497,259115,53115,MOG0095,BU18920207,2020JJ00,Zuidplas                                ,Buurt     ,0,21.4,35.7,7.1,0,21.4,64.3,0,0,14.3,14.3,0,14.3,21.4,7.1,21.4,0,14.3,57.1,21.4,21.4,0,0,0,14.3
49498,259118,53115,MOG0095,BU18920208,2020JJ00,Zuidplas                                ,Buurt     ,0,26.2,45.2,7.1,14.3,26.2,69,4.8,4.8,19,16.7,0,16.7,31,0,31,2.4,11.9,66.7,31,28.6,0,0,0,16.7
49499,259121,53115,MOG0095,BU18920209,2020JJ00,Zuidplas                                ,Buurt     ,0.5,45.2,39.6,8.1,9.6,34,79.2,4.1,2.5,20.3,16.8,1,15.2,35.5,2,35,4.6,18.3,81.7,43.1,53.3,0.5,1,1.5,20.3
49500,259124,53115,MOG0095,BU18920210,2020JJ00,Zuidplas                                ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
49501,259127,53115,MOG0095,BU18920211,2020JJ00,Zuidplas                                ,Buurt     ,1.1,50.6,42,10.1,12.4,36.7,83.2,5.7,3.3,18.7,15,1.1,13.7,41.2,3.8,34.6,6,19.3,87.3,43.4,57.4,1.2,1.4,1.7,19.4
49502,259130,53115,MOG0095,BU18920291,2020JJ00,Zuidplas                                ,Buurt     ,0,42.5,35.6,4.6,5.7,26.4,80.5,3.4,2.3,14.9,12.6,0,11.5,28.7,0,25.3,2.3,11.5,81.6,40.2,46,0,0,0,13.8
49503,259133,53115,MOG0095,BU18920292,2020JJ00,Zuidplas                                ,Buurt     ,0.8,48.9,39.5,7.8,9.2,32.4,83.2,6.2,4.2,17.8,14.6,0.5,13.5,34.9,2.2,31.6,3.5,15.1,86.8,44.1,52.4,0.5,1.4,0.8,18.4
49504,259136,53115,MOG0095,BU18920293,2020JJ00,Zuidplas                                ,Buurt     ,0,43.5,37,6,7,29,80,4,2,16,13,1,12,31,0,27,2,11,82,38.5,47,0,0,0,15
49505,259139,53115,MOG0095,WK189203  ,2020JJ00,Zuidplas                                ,Wijk      ,1.6,45.6,49.3,14.5,16.1,43.9,77.2,6.4,4.3,26.2,23.1,3.1,21.5,45.1,5.9,42.1,8.8,24.6,82.8,47.7,49.5,2.7,3.6,4.5,25.8
49506,259142,53115,MOG0095,BU18920301,2020JJ00,Zuidplas                                ,Buurt     ,1.3,43.3,48.5,13.9,15.9,43.7,74.7,5.5,3.6,25.6,22.8,2.9,21.2,45.6,5.6,43.5,8.9,25.8,80.5,46.3,46.3,2.4,3.2,4.4,25.9
49507,259145,53115,MOG0095,BU18920302,2020JJ00,Zuidplas                                ,Buurt     ,0.9,42.9,46.6,12.7,13.5,42.9,72.7,4.7,2.8,22.5,19.7,1.9,18.2,43.1,4.9,39.3,7.3,23,80.9,45.9,47,1.9,3,3.4,22.7
49508,259148,53115,MOG0095,BU18920303,2020JJ00,Zuidplas                                ,Buurt     ,1.2,44.8,47.2,12.8,13,42.5,76.4,5.6,3.6,25,21.7,2.4,20.2,42.2,4.8,39,7,21.7,82.2,46,49.7,2.1,2.9,3.8,23.3
49509,259151,53115,MOG0095,BU18920304,2020JJ00,Zuidplas                                ,Buurt     ,1.4,44.5,48.3,14,15.8,44.4,75.5,5.8,3.7,25,22.1,2.6,20.6,45.5,5.5,41.6,8.3,24.2,81.9,46.7,47.4,2.4,3,3.9,25.1
49510,259154,53115,MOG0095,BU18920305,2020JJ00,Zuidplas                                ,Buurt     ,0.4,36.8,49.4,15.7,18.8,43.7,70.1,4.2,2.3,27.2,24.9,3.1,23.4,43.7,5,43.3,8.8,24.5,73.2,41,38.3,1.9,3.4,5.4,26.4
49511,259157,53115,MOG0095,BU18920306,2020JJ00,Zuidplas                                ,Buurt     ,0.5,39.8,45.2,11.8,16.1,40.6,70.4,3.8,2.2,23.1,22,2.2,19.4,43.5,4.8,41.4,8.6,24.2,75.3,41.4,41.4,1.6,2.2,4.3,24.7
49512,259160,53115,MOG0095,BU18920307,2020JJ00,Zuidplas                                ,Buurt     ,0.5,44.1,41.8,8,8,32.9,81.7,4.2,2.3,19.7,15,0.5,14.1,32.9,1.4,31,3.3,14.6,83.6,46,52.6,0,1.4,0.5,16.9
49513,259163,53115,MOG0095,BU18920308,2020JJ00,Zuidplas                                ,Buurt     ,0,20,20,0,0,10,60,0,0,0,0,0,0,10,0,10,0,0,70,20,30,0,0,0,0
49514,259166,53115,MOG0095,BU18920309,2020JJ00,Zuidplas                                ,Buurt     ,0,32.9,43.8,9.6,13.7,30.1,74,3.4,2.7,21.9,19.2,1.4,17.8,34.2,1.4,35.6,4.1,17.8,71.2,37,35.6,0,0,1.4,20.5
49515,259169,53115,MOG0095,BU18920310,2020JJ00,Zuidplas                                ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
49516,259172,53115,MOG0095,BU18920311,2020JJ00,Zuidplas                                ,Buurt     ,0.3,42,46.1,12,14.2,36.3,78.2,4.1,2.2,21.1,18,1.3,16.4,41.6,4.1,35.6,6,20,82.3,42.3,49.2,1.3,1.3,2.2,20.5
49517,259175,53115,MOG0095,BU18920399,2020JJ00,Zuidplas                                ,Buurt     ,0.4,47.1,38.5,7.8,8.6,34.4,80.3,5.7,3.3,18.4,15.2,0.4,13.9,34.4,1.2,31.6,3.7,14.8,84.8,43.9,50,0.4,0.8,0.8,18
49518,259178,53115,MOG0095,WK189204  ,2020JJ00,Zuidplas                                ,Wijk      ,1.8,47.9,47.6,13.7,15.1,42.4,80.4,6.7,4.6,25.9,22.5,2.9,21,43.9,5.8,42.3,8.9,24.7,83.8,47.9,53.6,2.6,3.5,4.2,25.8
49519,259181,53115,MOG0095,BU18920401,2020JJ00,Zuidplas                                ,Buurt     ,0,42.4,39.8,8.3,9.1,31.8,79.5,3.8,2.3,19.7,15.9,0.8,14.4,34.8,1.5,33.3,3.8,17.4,80.3,40.9,49.2,0,0.8,0.8,18.2
49520,259184,53115,MOG0095,BU18920402,2020JJ00,Zuidplas                                ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
49521,259187,53115,MOG0095,BU18920403,2020JJ00,Zuidplas                                ,Buurt     ,1,45.9,46,11.9,12.2,39.6,81.7,5.5,3.8,23.9,20.1,1.8,18.7,40,3.9,38.1,6.5,21.4,83.8,45.4,53.6,1.3,2.1,2.5,22.5
49522,259190,53115,MOG0095,BU18920404,2020JJ00,Zuidplas                                ,Buurt     ,1.2,44,48,13.6,15.5,42.2,78.4,5.9,3.8,26,22.8,2.7,21.2,43.4,5.6,42.4,8.8,24.7,80.9,46.1,49.2,2.4,3,3.9,25.3
49523,259193,53115,MOG0095,BU18920405,2020JJ00,Zuidplas                                ,Buurt     ,1.2,42.5,46.6,13.3,16.5,40.5,75.6,5.4,3.2,24.8,22.2,2.4,20.7,46.6,6.2,43.3,8.9,26.2,78.2,44.4,47.8,2,2.6,4,25.2
49524,259196,53115,MOG0095,BU18920406,2020JJ00,Zuidplas                                ,Buurt     ,0,25,31.2,0,0,18.8,62.5,0,0,6.2,6.2,0,6.2,25,0,18.8,0,6.2,68.8,25,25,0,0,0,6.2
49525,259199,53115,MOG0095,BU18920407,2020JJ00,Zuidplas                                ,Buurt     ,0,28.6,50,11.4,14.3,31.4,70,2.9,2.9,25,22.9,1.4,20,35,1.4,35.7,4.3,17.1,68.6,32.9,30,0,1.4,1.4,21.4
49526,259202,53115,MOG0095,BU18920408,2020JJ00,Zuidplas                                ,Buurt     ,1.3,49.1,43.7,10.9,11.6,37.5,83.2,5.8,4.1,23.2,19.3,1.7,17.9,39.3,3.8,37.3,6.3,20.3,85.3,47.2,57.1,1.5,2.1,2.5,22
49527,259205,53115,MOG0095,BU18920409,2020JJ00,Zuidplas                                ,Buurt     ,1.4,47.3,45.3,12.2,13.1,40.1,80.3,6.1,4.1,24.4,21,2.3,19.4,41.7,4.8,40.2,7.6,22.8,83,46.3,53.6,2,2.8,3.3,24.2
49528,259208,53115,MOG0095,BU18920410,2020JJ00,Zuidplas                                ,Buurt     ,1.4,39.7,49.3,17,22.3,53.7,59.4,4.9,2.9,31.9,31.9,5.5,29.8,57.1,10.6,57.8,16.3,39.7,67.7,41.5,36.9,5.3,6.6,10.5,36.5
49529,259211,53115,MOG0095,BU18920411,2020JJ00,Zuidplas                                ,Buurt     ,1.3,46.3,45.6,12.2,13.5,41.7,78.3,5.6,3.7,23.7,20.8,2.1,19.4,42.1,4.7,40,7.3,23,82.5,46.8,51.7,1.9,2.7,3.3,23.7
49530,259214,53115,MOG0095,BU18920412,2020JJ00,Zuidplas                                ,Buurt     ,0.9,48.4,40.7,8.9,8.4,36,82.4,4.9,3.6,20.7,16.2,0.9,14.9,35.1,2.4,34.2,4.4,17.6,85.4,44.4,57.3,0.7,1.6,1.1,19.6
49531,259217,53115,MOG0095,BU18920413,2020JJ00,Zuidplas                                ,Buurt     ,0.9,48.1,42.5,11,13.3,39.6,78.3,4.5,2.3,18.5,15.6,1.2,14.2,43,4.6,37.4,7,22.1,85,44.8,54.1,1.2,1.5,2,21
49532,259220,53115,MOG0095,BU18920414,2020JJ00,Zuidplas                                ,Buurt     ,1.1,44.9,47.5,13.2,13.4,39.8,81.9,5.7,3.7,24.2,20.2,1.8,18.8,40.6,4.1,38.6,6.6,21.1,84.1,46.8,51.9,1.5,2.2,2.5,22.6
49533,259223,53115,MOG0095,BU18920415,2020JJ00,Zuidplas                                ,Buurt     ,1.2,45.5,46.8,12.8,14.8,42.1,78.9,5.7,3.9,25.9,22.7,2.7,21,43.9,5.3,42.9,9,25.2,80.9,45.9,50.9,2.2,3.2,4.1,26
49534,259226,53115,MOG0095,BU18920416,2020JJ00,Zuidplas                                ,Buurt     ,1.4,46.3,46.4,13,14.3,44.8,74.3,5.7,3.6,24.2,21.2,2.5,19.6,43.5,5.5,42.7,8.9,25.2,82,46.9,50.3,2.5,3.6,4,26.2
49535,259229,53115,MOG0095,BU18920491,2020JJ00,Zuidplas                                ,Buurt     ,0.9,47.2,40.8,8.2,10,32.8,82.4,6.2,4.1,18.8,15.5,0.9,14.7,34.6,1.8,31.7,3.8,14.4,85.3,44,49.9,0.6,1.2,1.2,18.8
49536,259232,53115,MOG0095,BU18920492,2020JJ00,Zuidplas                                ,Buurt     ,0.9,47.3,42.4,9.7,10.1,33.4,84,5.9,4.2,21.1,17.2,1.5,16.1,36.5,2.6,33.4,4.6,16.5,85.3,45.1,56,0.9,1.5,1.5,19.4
49537,259235,53115,MOG0095,BU18920493,2020JJ00,Zuidplas                                ,Buurt     ,0,38.3,40.4,7.4,10.6,31.9,75.5,3.2,1.1,17,14.9,0,13.8,35.1,1.1,33,3.7,17,78.7,40.4,43.6,0,0,1.1,18.1
50078,310895,53115,MBG0095,GM0637    ,2020JJ00,Zoetermeer                              ,Gemeente  ,2.4,48,52.1,16.9,19.9,50.2,78.3,7.5,5,29.8,26.4,4.5,24.5,49.3,8.4,49.8,12.9,32.2,81.8,51.1,52.6,4,5.8,7.3,31.2
50079,310898,53115,MBG0095,WK063700  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.6,48.5,52.8,17.7,23.8,51,77.2,8.4,5.5,31.1,28.3,5.4,26.2,53.6,10.2,54.7,15.8,37.5,79.6,52,51.2,5,7.1,9,34.6
50080,310901,53115,MBG0095,BU06370001,2020JJ00,Zoetermeer                              ,Buurt     ,2.6,50,52.3,17.1,21.7,47.2,82.7,8.9,6.3,30.2,26.4,4.5,24.7,50.2,8.5,49.7,12.6,32.8,83.3,53,54.6,3.9,5.3,6.7,30.6
50081,310904,53115,MBG0095,BU06370002,2020JJ00,Zoetermeer                              ,Buurt     ,3,51.8,52.1,17.3,26,49.2,80,10.1,6.3,31.3,28.3,5.5,26.2,56.3,11.2,56.8,16.6,40,80.8,53,54,5,7.3,8.8,35.5
50082,310907,53115,MBG0095,BU06370003,2020JJ00,Zoetermeer                              ,Buurt     ,3.1,45.9,56.1,20.6,27,57.7,70.6,8.2,5.2,35,33.2,7.8,31,57.7,13.3,60.1,19.9,42.5,75.6,51.9,47.4,7.3,9.9,12.8,40.1
50083,310910,53115,MBG0095,BU06370004,2020JJ00,Zoetermeer                              ,Buurt     ,2.7,49.3,53.6,18,23.2,52.8,77.5,8.6,5.7,31,27.9,5.4,25.9,53.8,10.1,55.3,15.8,37.6,80.8,52.6,52,5,7.4,9.1,35.3
50084,310913,53115,MBG0095,WK063701  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.7,46.8,54.2,19.2,23.1,56,74.3,7.7,5.1,32.3,30.2,6.1,28,54,10.8,55.6,16.3,37.5,78.3,51.6,48.9,5.7,8.1,10.8,36.2
50085,310916,53115,MBG0095,BU06370100,2020JJ00,Zoetermeer                              ,Buurt     ,2.7,47.2,54.2,19.1,22.4,55.6,75.2,7.6,5,31.9,29.3,5.8,27.3,52.9,10.4,54,15.5,36,79.5,52,50,5.5,7.7,10.2,35.2
50086,310919,53115,MBG0095,BU06370101,2020JJ00,Zoetermeer                              ,Buurt     ,2.8,47,55.5,20,25.1,57.7,73.2,8.3,5.5,33.8,32.1,7.1,29.9,56.5,12,58.7,18.1,40.6,77.1,52.1,48.2,6.5,9.1,12,38.7
50087,310922,53115,MBG0095,WK063702  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.5,47.6,53.4,18.1,21.1,51.1,77.5,7.7,5.1,31.5,27.8,5.1,26,50.8,9.1,51.3,13.8,33.7,81.1,51.4,51.8,4.5,6.4,8.1,32.7
50088,310925,53115,MBG0095,BU06370200,2020JJ00,Zoetermeer                              ,Buurt     ,2.6,46.1,55.4,20.2,24.1,55.1,72.9,7.7,4.9,33.5,30.7,6.6,28.8,55,11.5,56.1,16.9,38.2,78.1,50.7,48.2,5.8,8.1,10.6,36.8
50089,310928,53115,MBG0095,BU06370201,2020JJ00,Zoetermeer                              ,Buurt     ,2.5,50.1,51.6,16.2,18.1,46.9,83.7,8,5.8,29.7,24.9,3.7,23.3,46.5,6.7,46.1,10.3,28.8,85.2,53.1,57,3.1,4.7,5.4,28.4
50090,310931,53115,MBG0095,WK063703  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.5,47.7,53.2,17.5,22,50,79.6,8,5.3,30.3,26.8,4.6,24.9,50.7,8.7,50.3,12.9,32.9,82.2,52.5,52.2,4.1,5.8,7,31.7
50091,310934,53115,MBG0095,BU06370300,2020JJ00,Zoetermeer                              ,Buurt     ,2.7,48.7,53.1,17.3,22.4,49.3,81,8.5,5.7,30.7,27,4.8,24.9,50.9,8.9,50.5,13.1,33.5,82.6,54.1,53.6,4.1,5.8,7,31.9
50092,310937,53115,MBG0095,BU06370301,2020JJ00,Zoetermeer                              ,Buurt     ,2.6,47.5,53.9,18.1,22.1,51,78.8,7.9,5.3,30.6,27.3,4.7,25.2,51.2,9,50.8,13.2,33,82.3,51.7,51.6,4.3,6,7.2,32.2
50093,310940,53115,MBG0095,WK063704  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.4,48.4,53.1,17.1,18.7,48.7,81.6,7.9,5.6,30.9,27.3,4.4,25.2,47.8,7.5,46.9,11.2,28.8,83.9,51,54.4,3.7,5.3,6.5,29.3
50094,310943,53115,MBG0095,BU06370400,2020JJ00,Zoetermeer                              ,Buurt     ,2.6,47.7,55.4,19.1,21.2,50.6,80.5,8.4,6.2,34.1,30.8,5.8,28.5,50.5,9.1,49.5,12.9,31.3,82.2,51.7,52.3,4.7,6.4,8.5,31.7
50095,310946,53115,MBG0095,BU06370401,2020JJ00,Zoetermeer                              ,Buurt     ,2.5,49.5,52.7,16.6,18,48.2,82.7,8.1,5.7,29.9,25.9,4,24,47,7,46.2,10.8,28.2,85.2,51.2,56.1,3.4,5,5.7,28.8
50096,310949,53115,MBG0095,WK063705  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.2,49.5,51.4,16,16.2,49,82.3,7.6,5.5,29.8,25.4,3.8,23.5,44.4,6.6,45.4,10.4,27.5,84.6,52.1,55.8,3.1,4.6,5.7,28.4
50097,310952,53115,MBG0095,BU06370500,2020JJ00,Zoetermeer                              ,Buurt     ,2.4,51.3,50.4,15.6,15.9,49.4,83.1,7.9,5.7,30.2,25.2,4,23.5,44,6.6,45.5,10.4,27.4,85.1,52.5,57.7,3.1,4.7,5.7,28.7
50098,310955,53115,MBG0095,BU06370501,2020JJ00,Zoetermeer                              ,Buurt     ,2.2,48.8,52.6,16.6,16.7,49.3,82.1,7.6,5.6,30.1,25.8,3.8,23.9,45.2,6.8,45.7,10.5,27.9,84.6,52.4,55.1,3.3,4.7,5.9,28.6
50099,310958,53115,MBG0095,WK063706  ,2020JJ00,Zoetermeer                              ,Wijk      ,2.4,49.6,51.3,16.1,18,50.4,78.2,7.1,4.4,27.5,24.2,3.9,22.4,48.6,7.8,47.8,11.9,30.3,84.3,50.3,56,3.6,5.3,6.3,29.8
50100,310961,53115,MBG0095,BU06370600,2020JJ00,Zoetermeer                              ,Buurt     ,2.4,51.5,50.6,15.5,16.8,49.8,79.7,6.8,4.3,25.9,22.3,3.5,20.7,48,7.6,46.4,11.6,29.7,86.6,51.2,58.7,3.5,4.7,5.6,28.4
50101,310964,53115,MBG0095,BU06370601,2020JJ00,Zoetermeer                              ,Buurt     ,2.5,49.1,52,16.6,18.8,51,77.9,7.3,4.7,28.6,25.4,4.2,23.5,49.3,8.1,48.7,12.3,30.8,83.6,50.2,54.9,3.8,5.8,6.8,30.7
50102,310967,53115,MBG0095,WK063708  ,2020JJ00,Zoetermeer                              ,Wijk      ,3.7,54.5,55.2,18.7,22,49.3,86.2,11.2,8.6,32.8,28.7,5.2,27.2,50.4,9.3,51.1,13.4,32.5,88.4,56.5,60.4,4.9,6.3,7.5,32.5
50103,310970,53115,MBG0095,BU06370800,2020JJ00,Zoetermeer                              ,Buurt     ,5.1,56.1,61.2,22.4,27.6,57.1,83.7,12.2,9.2,36.7,33.7,8.2,32.7,57.1,13.3,58.2,18.4,39.8,89.8,58.2,61.2,7.1,9.2,12.2,37.8
50104,310973,53115,MBG0095,BU06370801,2020JJ00,Zoetermeer                              ,Buurt     ,6.5,64.5,58.1,19.4,24.2,50,93.5,16.1,12.9,37.1,30.6,8.1,29,54.8,11.3,54.8,16.1,35.5,93.5,64.5,71,6.5,8.1,8.1,37.1
50105,310976,53115,MBG0095,BU06370802,2020JJ00,Zoetermeer                              ,Buurt     ,7.4,74.1,59.3,25.9,33.3,59.3,96.3,22.2,18.5,44.4,44.4,11.1,40.7,66.7,18.5,66.7,18.5,48.1,92.6,70.4,74.1,7.4,11.1,11.1,44.4
50106,310979,53115,MBG0095,BU06370803,2020JJ00,Zoetermeer                              ,Buurt     ,4.9,56.8,61.7,22.2,23.5,53.1,91.4,14.8,11.1,38.3,30.9,6.2,29.6,51.9,9.9,51.9,14.8,32.1,92.6,62.4,64.2,6.2,8.6,8.6,35.8
50107,310982,53115,MBG0095,WK063709  ,2020JJ00,Zoetermeer                              ,Wijk      ,3.4,61.2,49.4,14.8,15.6,43.5,91.6,11,8.9,29.5,24.5,4.2,22.8,44.3,6.3,42.6,9.3,24.5,92.4,58.2,69.6,3.8,4.6,4.6,27.8
50108,310985,53115,MBG0095,BU06370902,2020JJ00,Zoetermeer                              ,Buurt     ,11.8,76.5,64.7,23.5,23.5,61.9,100,23.5,17.6,47.1,47.1,11.8,41.2,58.8,17.6,58.8,17.6,41.2,100,76.5,82.4,11.8,17.6,11.8,41.2
50109,310988,53115,MBG0095,BU06370903,2020JJ00,Zoetermeer                              ,Buurt     ,5.2,64.9,54.5,16.9,20.8,45.5,96.1,13.7,11.7,31.2,24.7,5.2,24.1,49.4,7.8,45.5,10.4,27.3,96.1,62.3,75.3,3.9,6.5,5.2,29.9
50110,310991,53115,MBG0095,BU06370904,2020JJ00,Zoetermeer                              ,Buurt     ,4.6,65.5,52.9,17.2,18.4,47.1,93.1,12.6,11.5,34.5,27.6,5.7,26.4,48.3,8,47.1,11.5,27.6,94.3,62.1,73.6,5.7,6.9,6.9,31
50111,310994,53115,MBG0095,BU06370905,2020JJ00,Zoetermeer                              ,Buurt     ,7.5,70,57.5,20,20,55,95,15,12.5,37.5,32.5,7.5,30,52.5,10,52.5,15,32.5,97.5,70,75,7.5,7.5,7.5,37.5
50112,310997,53115,MBG0095,BU06370906,2020JJ00,Zoetermeer                              ,Buurt     ,7.7,76.9,73.3,30.8,30.8,61.5,100,23.1,23.1,53.8,46.2,15.4,46.2,69.2,15.4,61.5,23.1,46.2,100,76.9,84.6,11.7,15.4,15.4,46.2
50113,311000,53115,MBG0095,BU06370907,2020JJ00,Zoetermeer                              ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
50114,311003,53115,MBG0095,GM0638    ,2020JJ00,Zoeterwoude                             ,Gemeente  ,2.3,53.3,47.9,13.6,16.3,37.7,87,9.6,7.2,26.5,22.7,3.1,21,46.8,5.6,42.1,8.7,24,88.2,56.4,59.9,2.8,3.7,3.8,25.8
50115,311006,53115,MBG0095,WK063800  ,2020JJ00,Zoeterwoude                             ,Wijk      ,2.6,53.4,48.9,13.7,16.6,37.4,87.9,10.3,7.9,27,24,3.5,22.3,47.7,5.7,42.6,9.1,24.1,88.3,57.8,60.4,3.2,4,4.1,26.2
50116,311009,53115,MBG0095,BU06380001,2020JJ00,Zoeterwoude                             ,Buurt     ,3.2,55.9,49.2,14.6,17.4,39.3,89.5,11,7.9,26.8,23.7,3.8,21.9,49.7,6.3,44.2,9.9,25.9,89.8,59.5,62.6,3.6,4.3,4.6,27.6
50117,311012,53115,MBG0095,BU06380002,2020JJ00,Zoeterwoude                             ,Buurt     ,3.2,54.4,53,15.3,17,42.1,89.4,11.1,8.6,30,27.1,3.9,25.1,49.5,6.2,44.6,10.1,24.6,90.6,60.3,61.8,4.2,4.9,4.7,28.6
50118,311015,53115,MBG0095,BU06380003,2020JJ00,Zoeterwoude                             ,Buurt     ,3.2,55.9,51.1,15.3,16.7,37.7,89.5,12.3,10,29,25.8,4.6,24,47.9,6.6,43.4,9.6,24.2,90,60,63.2,4.1,5,4.8,27.4
50119,311018,53115,MBG0095,BU06380004,2020JJ00,Zoeterwoude                             ,Buurt     ,4.5,58.3,56.1,19.7,22,43.2,91.7,15.9,12.9,33.3,30.3,6.1,28.8,52.3,9.1,48.5,12.9,28.8,91.7,62.9,63.6,6.1,7.6,7.6,31.8
50120,311021,53115,MBG0095,BU06380005,2020JJ00,Zoeterwoude                             ,Buurt     ,3.2,54.1,52.5,16.2,20.2,41,86.8,11.2,8.5,31.3,28.3,5,26.7,50.3,7.6,45.9,11.6,27.7,87.8,58.5,60.1,4.4,5.4,5.8,29.1
50121,311024,53115,MBG0095,BU06380006,2020JJ00,Zoeterwoude                             ,Buurt     ,7.5,62.3,58.5,22.6,32.1,50.9,90.6,18.9,13.2,41.5,37.7,9.4,35.8,62.3,15.1,58.5,17,39.6,92.5,69.8,69.8,7.5,7.5,11.3,35.8
50122,311027,53115,MBG0095,BU06380007,2020JJ00,Zoeterwoude                             ,Buurt     ,3.6,60.9,48.8,14.1,19.4,35.3,93.5,13.3,10.9,27.4,23.8,4,22.2,52,7.7,45.6,10.9,27,91.9,64.1,67.7,3.6,4.6,4.4,29
50123,311030,53115,MBG0095,WK063801  ,2020JJ00,Zoeterwoude                             ,Wijk      ,6.5,66.1,54.8,17.7,19.4,43.5,95.2,16.1,12.9,30.6,27.4,4.8,25.8,48.4,8.1,45.2,11.3,25.8,96.8,71,71,4.8,6.5,4.8,32.3
50124,311033,53115,MBG0095,BU06380101,2020JJ00,Zoeterwoude                             ,Buurt     ,6.5,66.1,54.8,17.7,19.4,43.5,95.2,16.1,12.9,30.6,27.4,4.8,25.8,48.4,8.1,45.2,11.3,25.8,96.8,71,71,4.8,6.5,4.8,32.3
50125,311036,53115,MBG0095,WK063802  ,2020JJ00,Zoeterwoude                             ,Wijk      ,3.7,60.8,49.8,15.2,17.1,41.9,89.9,12.4,11.5,28.8,24,4.1,22.6,48.8,6,44.2,9.2,25.3,93.1,62.2,65.4,3.7,5.1,4.1,28.6
50126,311039,53115,MBG0095,BU06380202,2020JJ00,Zoeterwoude                             ,Buurt     ,3.7,60.8,49.8,15.2,17.1,41.9,89.9,12.4,11.5,28.8,24,4.1,22.6,48.8,6,44.2,9.2,25.3,93.1,62.2,65.4,3.7,5.1,4.1,28.6
50127,311042,53115,MBG0095,WK063803  ,2020JJ00,Zoeterwoude                             ,Wijk      ,4,60.6,51,14.1,16.9,39.9,92.4,12.1,11.1,29.3,23.7,4,22.2,47.5,5.6,41.9,8.6,21.7,93.4,62.1,62.6,3.5,5.1,4,28.8
50128,311045,53115,MBG0095,BU06380303,2020JJ00,Zoeterwoude                             ,Buurt     ,4,60.6,51,14.1,16.9,39.9,92.4,12.1,11.1,29.3,23.7,4,22.2,47.5,5.6,41.9,8.6,21.7,93.4,62.1,62.6,3.5,5.1,4,28.8
50129,311048,53115,MBG0095,WK063804  ,2020JJ00,Zoeterwoude                             ,Wijk      ,6.2,68.8,52.1,16.7,20.8,50,95.8,18.8,14.6,35.4,35.4,4.2,31.2,54.2,10.4,52.1,12.5,29.2,91.7,60.4,56.2,5.3,6.2,4.2,37.5
50130,311051,53115,MBG0095,BU06380404,2020JJ00,Zoeterwoude                             ,Buurt     ,6.2,68.8,52.1,16.7,20.8,50,95.8,18.8,14.6,35.4,35.4,4.2,31.2,54.2,10.4,52.1,12.5,29.2,91.7,60.4,56.2,5.3,6.2,4.2,37.5
50131,311054,53115,MBG0095,WK063809  ,2020JJ00,Zoeterwoude                             ,Wijk      ,8.2,67.3,53.1,16.3,20.4,49,95.9,16.3,14.3,34.7,28.6,6.1,26.5,53.1,8.2,49,11.3,28.6,98,65.3,71.4,6.1,6.1,6.1,32.7
50132,311057,53115,MBG0095,BU06380909,2020JJ00,Zoeterwoude                             ,Buurt     ,8.2,67.3,53.1,16.3,20.4,49,95.9,16.3,14.3,34.7,28.6,6.1,26.5,53.1,8.2,49,11.3,28.6,98,65.3,71.4,6.1,6.1,6.1,32.7
50133,311060,53115,MBG0095,WK063810  ,2020JJ00,Zoeterwoude                             ,Wijk      ,2.4,53.7,49.1,15.3,17.5,39.8,86.5,9.6,6.7,27.7,22.9,3.5,21.3,48,6.7,44,9.9,26.4,88.3,56.3,60.9,3.1,4.1,4.3,26.9
50134,311063,53115,MBG0095,BU06381004,2020JJ00,Zoeterwoude                             ,Buurt     ,3,53.9,53.7,18.7,20.5,44.3,87.3,10.6,7.8,31.4,27.6,5.6,25.6,51.9,8.4,48.1,12.4,29.4,88.6,58.9,59.6,4.8,5.6,6.1,31.1
