,id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,underweight,normaalgewicht_8,overweight,severe_overweight,smoker,complies with alcohol directive,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,ernstigbeperktvanwegegezondheid_18,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression, high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,voldoetaanbeweegrichtlijn_5,weekly_athletes, hearing_restriction,visual_restriction,motor_restriction,socially_lonely
12650,168815,53115,MW00000,BU05051913,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12651,168818,53115,MW00000,BU05051914,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12652,168821,53115,MW00000,BU05051915,2020JJ00,Dordrecht                               ,Buurt     ,1.9,46.7,53.4,14.9,15.4,41.7,82.4,7.4,5.6,24.9,21.9,2.5,20.4,41.9,4.5,38.6,7.3,20.8,86.2,43.3,50.5,2.5,3,3.4,23.8
12653,168824,53115,MW00000,BU05051916,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12654,168827,53115,MW00000,BU05051917,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12655,168830,53115,MW00000,BU05051918,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12656,168833,53115,MW00000,BU05051919,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12657,168836,53115,MW00000,WK050598  ,2020JJ00,Dordrecht                               ,Wijk      ,2,46.6,51.7,15.4,15.9,43.2,82.3,8.2,6.2,26.5,24.5,3.3,22.9,42.9,4.7,41.6,8.5,22.3,83.8,45.5,46,3,3.7,4.4,26.8
12658,168839,53115,MW00000,BU05059800,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12659,168842,53115,MW00000,BU05059801,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
12660,168845,53115,MW00000,BU05059804,2020JJ00,Dordrecht                               ,Buurt     ,2,46.2,52.1,15.7,16.9,43.3,81.7,8.3,6.4,26.7,25,3.5,23.2,43.8,5.1,42.9,9.2,23.3,83.2,45.2,44.2,3.2,3.9,4.7,27.7
12661,168848,53115,MW00000,BU05059805,2020JJ00,Dordrecht                               ,Buurt     ,2,48.5,49.6,14.1,12.4,42.1,84.5,7.8,5.5,25.1,22.4,2.5,21.1,39.9,3.5,37.1,6.2,18.6,86.5,46.3,53.4,2.3,3,3.1,23.5
13499,220445,53115,MOG0095,GM0505    ,2020JJ00,Dordrecht                               ,Gemeente  ,2.1,44.1,52.2,17.5,20,47.9,73.5,6.4,4.3,29,26.7,4.5,24.6,47.9,8.2,47.8,12.2,30.3,79.2,47.4,47.3,4.1,5.4,7.2,30.1
13500,220448,53115,MOG0095,WK050501  ,2020JJ00,Dordrecht                               ,Wijk      ,2,48.9,45,14,21.4,35.9,82,8.1,5.6,28,24.3,3.8,22.2,49,7.9,47.8,11.8,31.4,79.7,48.2,51.9,3.2,4.3,5.3,28.6
13501,220451,53115,MOG0095,BU05050100,2020JJ00,Dordrecht                               ,Buurt     ,1.3,47,42,11.1,17.3,34.2,81.6,6.5,4.8,26.7,23.2,3.1,21.3,44.1,6.3,42,8.8,26.1,77.5,46.3,49.3,2.1,2.9,4,25.1
13502,220454,53115,MOG0095,BU05050101,2020JJ00,Dordrecht                               ,Buurt     ,1.3,46.4,42.3,11.5,17.6,33,82.4,7.3,4.8,26.1,22,2.3,19.9,44.1,5,43.1,8.6,26.1,78.5,46.4,50.6,1.5,2.9,3.4,24.1
13503,220457,53115,MOG0095,BU05050102,2020JJ00,Dordrecht                               ,Buurt     ,1.4,44.9,42.8,13.2,21.6,33.2,77.9,6.6,3.8,24.7,21.9,2.8,19.8,48.7,7.5,49.6,12,33.2,75.3,44,47.3,2.8,3.8,4.5,29.2
13504,220460,53115,MOG0095,BU05050103,2020JJ00,Dordrecht                               ,Buurt     ,0.4,43.4,43,10,15.3,33.7,79.9,5.2,3.6,24.9,20.7,2,19.3,39,4.8,39.8,7.6,22.9,77.1,44.6,47,1.6,2,2.8,24.1
13505,220463,53115,MOG0095,BU05050104,2020JJ00,Dordrecht                               ,Buurt     ,0,42.3,40.1,9.5,14.6,33.6,74.5,4.4,2.9,22.6,19.7,1.5,18.2,41.6,3.6,42.3,7.3,25.5,73.7,42.3,43.1,0.7,1.5,2.2,24.1
13506,220466,53115,MOG0095,BU05050105,2020JJ00,Dordrecht                               ,Buurt     ,0.5,42.8,42.8,11.1,13.5,35.1,80.3,4.3,2.9,22.6,19.2,1,18.3,38.5,2.9,36.5,5.8,20.7,78.8,44.2,48.6,0.5,1.9,1.4,21.2
13507,220469,53115,MOG0095,BU05050106,2020JJ00,Dordrecht                               ,Buurt     ,1.2,44.5,45.4,14.5,22.5,37.7,76.5,6.7,4.3,28.7,25.4,3.8,23.4,50.3,8.2,49.3,12.4,33,74.3,45.6,46.2,3.1,4.6,6.5,29.9
13508,220472,53115,MOG0095,BU05050107,2020JJ00,Dordrecht                               ,Buurt     ,1.5,47.2,40.4,11.1,20.5,30.4,82.2,6.7,4,23,19.5,2,17.5,47.9,6.4,45.4,9.6,30.1,78.8,45.7,50.9,1.7,2.5,3,24.9
13509,220475,53115,MOG0095,BU05050108,2020JJ00,Dordrecht                               ,Buurt     ,1.3,47.2,42.7,12.9,22.4,32,81,7.7,4.9,26.6,23.4,3.4,21.1,49.7,7.7,48.8,11.7,32.1,76.6,46.2,50,2.8,3.9,4.8,28
13510,220478,53115,MOG0095,BU05050109,2020JJ00,Dordrecht                               ,Buurt     ,0.4,42.9,42.9,11.2,17.9,34.2,77.1,4.6,3.1,26.2,23.8,3.3,22.1,45,5.8,42.5,9.2,26.2,74.2,42.9,46.7,2.5,2.9,5,24.6
13511,220481,53115,MOG0095,BU05050110,2020JJ00,Dordrecht                               ,Buurt     ,1.1,43.4,44.2,12.9,20.8,35.3,76.8,5.9,3.5,25.1,22.4,2.7,20.2,48.2,7.3,46.6,11.1,30.5,75.2,44.5,45.3,2.4,3.5,4.6,27.8
13512,220484,53115,MOG0095,BU05050111,2020JJ00,Dordrecht                               ,Buurt     ,0.9,48.3,41,10.9,17.1,34.3,81.8,5.6,3.6,22.1,18,1.5,16.3,45.1,5.4,43.9,9,28.3,81.3,46.8,53.5,1.5,2.1,2.6,25.2
13513,220487,53115,MOG0095,BU05050112,2020JJ00,Dordrecht                               ,Buurt     ,1,46.5,41.2,11.5,21,34.1,76.9,6.3,4.5,24.7,22,2.9,19.7,49.1,6.8,48,11,31.2,76.6,44.9,47.1,2.6,3.7,5,28.3
13514,220490,53115,MOG0095,BU05050113,2020JJ00,Dordrecht                               ,Buurt     ,1,49,37.8,9.4,15.6,28.1,82.3,6.9,4.9,21.5,17.7,1,16,42.4,3.8,38.9,6.6,24.3,80.9,45.8,52.4,1,1.4,2.1,20.1
13515,220493,53115,MOG0095,BU05050114,2020JJ00,Dordrecht                               ,Buurt     ,0.9,47.2,40.4,10,13,34.2,81.1,5.9,3.8,23.9,19.5,1.5,17.4,40.7,3.2,38.3,6.2,22.4,79.6,46,51.3,1.5,2.1,2.4,20.6
13516,220496,53115,MOG0095,WK050502  ,2020JJ00,Dordrecht                               ,Wijk      ,1.9,43.6,50.6,17,21.6,47,68.9,6.2,4.3,30.1,28.3,5.3,26.1,50.5,9.4,50.1,13.5,32.7,75.5,46.7,46,4.7,6.6,9,31.7
13517,220499,53115,MOG0095,BU05050200,2020JJ00,Dordrecht                               ,Buurt     ,1.6,41,51.2,17.6,23.4,48.2,66.6,5.8,3.8,31.5,30.3,5.9,27.8,52.7,10.2,53.1,14.8,35.5,71.3,44.9,43.3,5.1,6.8,9.8,34.2
13518,220502,53115,MOG0095,BU05050201,2020JJ00,Dordrecht                               ,Buurt     ,0.9,46.4,41.5,8.9,10.6,35.8,80.8,3.7,2.9,22.5,17.3,1.4,15.8,35.2,2.9,34.7,4.9,18.1,83.1,46.1,52.7,0.9,1.4,2.3,19.2
13519,220505,53115,MOG0095,BU05050202,2020JJ00,Dordrecht                               ,Buurt     ,1.3,34.4,56.2,20.2,22.8,61.5,48,3.8,2.3,31.4,31.5,6.3,29,53.4,11.2,55.4,15.6,36.3,67.5,41.5,34,6.2,8.9,12.8,36.9
13520,220508,53115,MOG0095,BU05050203,2020JJ00,Dordrecht                               ,Buurt     ,1.2,37.2,51.9,19.2,23.2,52.3,55.4,4.5,2.7,32.3,32.5,6.5,29.7,54,11.4,53.4,15.5,35.2,66.5,43.1,36.8,5.5,8.8,12.7,34.4
13521,220511,53115,MOG0095,BU05050204,2020JJ00,Dordrecht                               ,Buurt     ,1.2,44.9,43.9,11.1,13.8,37.9,75.9,5.5,3.4,22.5,19.6,1.4,18,41.3,4.3,38.9,6.9,22.3,81.2,47,50.2,1.4,2.4,2.8,21.9
13522,220514,53115,MOG0095,BU05050205,2020JJ00,Dordrecht                               ,Buurt     ,1.1,44.5,46,14.5,22.1,38.3,74,6.3,4.3,27.4,25.3,4.2,23.1,49.2,7.7,48.4,12.1,31.6,74.6,45.6,44.9,3.6,5,7,28.8
13523,220517,53115,MOG0095,BU05050206,2020JJ00,Dordrecht                               ,Buurt     ,1.2,48.9,40,9.9,12.9,31.5,83.6,5.9,4.2,21.6,18,1.4,16,39.8,3.8,37,6.3,21.4,83.2,48.9,54.9,1,2,2,20.2
13524,220520,53115,MOG0095,WK050503  ,2020JJ00,Dordrecht                               ,Wijk      ,2,40.8,53.9,18.9,22.4,52.6,65.9,5.7,3.5,29.3,27.5,5.3,25.2,50.9,9.8,51.4,14,33.2,76,45.9,42,5,6.5,8.8,32.8
13525,220523,53115,MOG0095,BU05050300,2020JJ00,Dordrecht                               ,Buurt     ,0.6,37.1,46.9,12.6,14.3,37.1,77.1,3.4,1.7,22.3,18.9,1.7,17.7,39.4,3.4,36.3,5.7,19.4,77.7,41.1,41.1,1.1,1.1,2.3,20
13526,220526,53115,MOG0095,BU05050301,2020JJ00,Dordrecht                               ,Buurt     ,1.5,41.1,51.5,16.6,18.4,44,76,5.8,3.5,26.3,23.7,3,21.6,45.6,6.5,44.5,9.8,27,79.1,45.5,44.5,2.8,3.4,4.8,26.5
13527,220529,53115,MOG0095,BU05050302,2020JJ00,Dordrecht                               ,Buurt     ,0.9,45.6,44.5,11.6,12.6,37.3,80.9,4.9,2.8,22,18.9,1.5,17.3,39.2,3.9,36.2,6,20.1,82.4,48.2,52.2,1.1,2.1,2.6,20.6
13528,220532,53115,MOG0095,BU05050303,2020JJ00,Dordrecht                               ,Buurt     ,1.5,37.3,54,18.8,22.5,49.8,66,5.1,2.9,28.6,26.9,4.7,24.6,49.6,9,49.4,12.5,30.6,73.8,44.1,38.9,3.9,5.7,8.4,31
13529,220535,53115,MOG0095,BU05050304,2020JJ00,Dordrecht                               ,Buurt     ,1.5,36.7,55.1,19.7,22.8,58,57,4.4,2.8,30.5,29.3,6,26.9,51.6,10.3,53.6,14.8,34.8,71.2,43.4,36.1,5.3,7.8,10.6,34.8
13530,220538,53115,MOG0095,BU05050305,2020JJ00,Dordrecht                               ,Buurt     ,1.8,36.1,55.6,21.3,25.9,64.5,45.5,4.1,1.9,31.6,31.9,7.6,29.3,57.6,13.9,60,19,41.3,67,42.8,32.9,7.9,10.4,14.3,40.1
13531,220541,53115,MOG0095,BU05050306,2020JJ00,Dordrecht                               ,Buurt     ,1.7,41.4,50.4,16.2,21.9,47.8,69.5,5.5,3.4,27.1,24.8,4,22.6,50,8.4,50.4,12.9,32.7,76.8,45.7,42.9,3.9,4.9,6.4,31.5
13532,220544,53115,MOG0095,BU05050307,2020JJ00,Dordrecht                               ,Buurt     ,0.6,38.7,48.5,13.6,19.8,50.3,60.1,3.4,1.5,20.7,18,1.8,16.2,45.7,6.7,44.5,9.5,27.4,79,42.4,41.5,2.3,2.7,3.7,26.5
13533,220547,53115,MOG0095,WK050504  ,2020JJ00,Dordrecht                               ,Wijk      ,1.8,40.4,53.2,19.1,23.8,53,63.1,5.8,3.5,30.7,29.4,5.8,26.9,53.5,10.6,53.2,15.2,35.6,73.2,45.8,41.2,5.4,7.1,9.7,34.1
13534,220550,53115,MOG0095,BU05050400,2020JJ00,Dordrecht                               ,Buurt     ,1.5,37.6,54.1,19.3,23,56.5,55.7,4.7,2.7,29.9,28.6,5.6,26.1,53.3,10.6,52.3,15,35.1,71.5,43,38.2,5.7,7.5,9.9,33.4
13535,220553,53115,MOG0095,BU05050401,2020JJ00,Dordrecht                               ,Buurt     ,1.3,34.8,54.8,20.8,27.3,57.1,55.8,4.7,2.5,33.7,33.8,7.2,30.7,56.8,12.6,59.8,18.8,42.2,64.7,43,34.7,6.7,8,12.1,39.4
13536,220556,53115,MOG0095,BU05050402,2020JJ00,Dordrecht                               ,Buurt     ,1.2,39.7,48.6,16.6,20.8,52.6,57.7,4.2,2.1,27.1,26.4,4.4,24.1,52.6,9.3,49.8,12.6,31.3,70.8,44.2,39.5,3.7,6.3,8.6,30.1
13537,220559,53115,MOG0095,BU05050403,2020JJ00,Dordrecht                               ,Buurt     ,1.1,42.3,47.8,14.4,17.3,41.4,74.8,5.4,2.9,25.7,22.7,3.2,21,45,5.8,43.5,9.4,26.6,78.4,47.1,45.2,2.5,2.9,4.7,26.1
13538,220562,53115,MOG0095,BU05050404,2020JJ00,Dordrecht                               ,Buurt     ,0.9,40.2,47.2,14.8,21.9,41.4,70.3,5.3,3.3,25.1,23.4,3,21,48.8,7.1,48.5,11.8,31.1,73.5,44.1,40.5,2.7,3.6,5.3,28.7
13539,220565,53115,MOG0095,BU05050405,2020JJ00,Dordrecht                               ,Buurt     ,0,36,36,8,16,34,60,2,0,28.9,28,2,26,46,4,46,10,28,56,32,30,0,2,8,26
13540,220568,53115,MOG0095,BU05050406,2020JJ00,Dordrecht                               ,Buurt     ,0,33.3,29.6,3.7,0,25.9,70.4,0,0,11.1,7.4,0,7.4,22.2,0,22.2,0,7.4,74.1,37,37,0,0,0,7.4
13541,220571,53115,MOG0095,WK050505  ,2020JJ00,Dordrecht                               ,Wijk      ,2,45.2,49.5,16.3,19.6,44.7,75.5,6.3,4.3,27.9,25.3,4,23.3,47.9,7.9,46.9,11.6,29.8,79.7,48.2,49,3.5,4.6,6.1,28.9
13542,220574,53115,MOG0095,BU05050500,2020JJ00,Dordrecht                               ,Buurt     ,0.6,47.3,40.7,9.2,9.6,33.4,83.7,4.5,3.3,21.1,16.6,0.9,15.4,31.9,1.8,32.4,4.2,16.6,83.7,46.4,55.1,0.6,1.2,1.2,18.2
13543,220577,53115,MOG0095,BU05050501,2020JJ00,Dordrecht                               ,Buurt     ,1.3,44.8,45.5,13.7,21.7,36.4,77.1,7.1,4.1,25.3,22.9,2.8,20.4,49.4,7.1,47.2,11,30.9,78,47.2,47.8,2.5,3.7,4.3,27.4
13544,220580,53115,MOG0095,BU05050502,2020JJ00,Dordrecht                               ,Buurt     ,1.3,44.8,45.8,13.1,16.7,37.3,79.6,5.9,3.7,23.9,20.9,2.1,19.1,44.3,5.2,41.4,8.5,25.3,80.8,47,50,1.7,2.5,3.1,24.3
13545,220583,53115,MOG0095,BU05050503,2020JJ00,Dordrecht                               ,Buurt     ,1.5,45.8,45.2,12.4,15.6,41.4,76.9,5,3.5,24.9,21.6,2.6,19.8,42.9,5.7,41.9,8.6,24.8,80.7,48.9,50.3,2.2,3.1,3.9,24.8
13546,220586,53115,MOG0095,BU05050504,2020JJ00,Dordrecht                               ,Buurt     ,1.1,42.7,47.7,13.2,14.4,39.4,78.3,4.9,3.4,22.9,19.1,1.5,17.7,40.1,4.3,37.9,6.6,21.6,82.6,46.3,49.9,1.4,2.1,2.4,22
13547,220589,53115,MOG0095,BU05050505,2020JJ00,Dordrecht                               ,Buurt     ,1.7,39.4,52.7,19.7,24.5,52.7,62.6,5.1,3.2,31.9,31.4,6,28.9,54.5,11.3,56.3,16.6,38.5,70.3,43.6,38.6,5.4,7,10.6,36.3
13548,220592,53115,MOG0095,BU05050506,2020JJ00,Dordrecht                               ,Buurt     ,1,42,46.1,13.7,16.3,37.7,78.4,4.6,3.1,22.6,20.6,1.8,18.8,43.8,5.1,41,8.1,25.2,79.1,45,47.6,1.5,2.3,2.5,23.4
13549,220595,53115,MOG0095,BU05050507,2020JJ00,Dordrecht                               ,Buurt     ,1.3,42.4,48.9,15.8,17.8,45.3,73.2,4.9,3.4,26.8,24.9,3.5,23.2,46.3,7,43.9,10.4,27.2,77.6,45.4,45.1,3.3,3.7,5.7,27
13550,220598,53115,MOG0095,BU05050508,2020JJ00,Dordrecht                               ,Buurt     ,1.3,42.2,48.4,14.9,15.8,44.4,71.3,4.8,3,26,23.5,3.4,21.4,45,6.7,43.1,9.2,25.9,78.2,45.3,46.4,3,3.7,5.5,25.7
13551,220601,53115,MOG0095,BU05050509,2020JJ00,Dordrecht                               ,Buurt     ,1.4,46,43.8,12.5,15.2,40.8,76.3,5.1,2.9,22.7,20.1,2,18.4,43.3,5.4,41.8,8.3,25.5,81.4,46.4,51.4,1.7,2.2,3,24
13552,220604,53115,MOG0095,BU05050510,2020JJ00,Dordrecht                               ,Buurt     ,0,32.6,37,6.5,6.5,26.1,76.1,0,0,15.2,10.9,0,8.7,28.3,0,28.3,2.2,13,73.9,37,41.3,0,0,0,13
13553,220607,53115,MOG0095,WK050506  ,2020JJ00,Dordrecht                               ,Wijk      ,1.7,39.2,55.2,19.4,22.7,50.2,68.3,5.5,3.3,29.4,28,4.5,25.9,50.2,9.2,51.4,13.6,33.9,75.8,43.1,39.9,4.3,5.4,7.9,32.6
13554,220610,53115,MOG0095,BU05050600,2020JJ00,Dordrecht                               ,Buurt     ,0,34.9,48.1,13.2,14.7,43.4,65.1,2.3,0.8,23.3,20.2,1.6,18.6,43.4,4.7,45.7,7.8,26.4,70.5,38,35.7,1.6,1.6,3.1,27.1
13555,220613,53115,MOG0095,BU05050601,2020JJ00,Dordrecht                               ,Buurt     ,1.2,34.5,54.3,19.5,24,52.1,60.5,3.8,1.9,29.8,29.8,5.5,27.4,52.9,10.2,55.7,15.7,38.6,67.4,40.2,33.1,4.8,6.4,10,35.5
13556,220616,53115,MOG0095,BU05050602,2020JJ00,Dordrecht                               ,Buurt     ,1.1,37.8,51.2,17.1,23,50.3,64.3,4.4,2.3,29.4,29,4.4,27.1,52,10.1,52.9,14.4,35.3,70.8,39.2,37.4,4.2,5.3,8.8,33
13557,220619,53115,MOG0095,BU05050603,2020JJ00,Dordrecht                               ,Buurt     ,0.8,38.3,51.5,16.2,18,43.1,74.1,4.6,2.6,25.1,22.4,2.6,20.8,44.1,5.6,42.9,9,26.1,78,41.7,41.7,2.4,3.4,4.5,25.7
13558,220622,53115,MOG0095,BU05050604,2020JJ00,Dordrecht                               ,Buurt     ,1.2,38.5,53,18,22,46.2,70.1,5.1,3,26.9,24.9,3.4,23.3,48.2,7.7,51,12.7,33.5,75.6,42,38.3,3.1,3.9,6.2,31.6
13559,220625,53115,MOG0095,BU05050605,2020JJ00,Dordrecht                               ,Buurt     ,1.2,36.9,55,18.2,19.7,51,63.4,4.5,2.6,27.7,26.2,3.5,24.5,47,7.8,47,11.3,29.6,75.9,41.6,38.7,3.2,4.5,6.6,29.5
13560,220628,53115,MOG0095,BU05050606,2020JJ00,Dordrecht                               ,Buurt     ,0,9.1,36.4,0,0,18.2,54.5,0,0,9.1,9.1,0,9.1,9.1,0,9.1,0,0,54.5,18.2,9.1,0,0,0,0
13561,220631,53115,MOG0095,BU05050607,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13562,220634,53115,MOG0095,BU05050608,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13563,220637,53115,MOG0095,WK050507  ,2020JJ00,Dordrecht                               ,Wijk      ,1.8,39.2,55.2,20.2,23,54.5,62.7,5.4,3.6,31.5,30.3,6,28.2,51.2,10.2,53,14.7,34.3,73.1,44,39.4,5.5,7,10.5,34.4
13564,220640,53115,MOG0095,BU05050700,2020JJ00,Dordrecht                               ,Buurt     ,0.7,35.6,53.6,17.7,21.1,48.8,64.5,4.8,3.1,29.7,27.3,4.3,25.4,46.7,6.9,50.6,12.9,32.3,71.1,39,38,3.3,4.8,8.4,31.8
13565,220643,53115,MOG0095,BU05050701,2020JJ00,Dordrecht                               ,Buurt     ,1.3,36.1,55.3,20.1,23.4,57.9,55.9,4.5,2.8,33,32.7,6.4,30.4,51.9,10.8,54.5,15.5,35.5,68.4,41.7,34.7,6,7.6,11.4,35.5
13566,220646,53115,MOG0095,BU05050702,2020JJ00,Dordrecht                               ,Buurt     ,1.4,34.9,53.7,19.6,24,55,55.5,4.1,2.3,31.7,31.5,5.9,29.3,53,11.5,57.8,15.8,38.4,66.4,38.6,31.8,5.3,6.8,10.5,37
13567,220649,53115,MOG0095,BU05050703,2020JJ00,Dordrecht                               ,Buurt     ,1.2,34.6,53.6,18.4,21.3,56.8,52.2,3.2,1.4,25.9,26.2,4.9,23.9,48.7,8.9,48.4,11.8,29.7,71.8,41.3,35.2,4,5.2,8.6,29.7
13568,220652,53115,MOG0095,BU05050704,2020JJ00,Dordrecht                               ,Buurt     ,1.4,35.2,55.7,21.2,23.3,58.5,54.2,4.2,2.6,30.5,29.7,5.6,27.3,53.4,10.8,57.3,16.1,38,69.1,41.7,34.1,6,7.7,11.1,37.1
13569,220655,53115,MOG0095,BU05050705,2020JJ00,Dordrecht                               ,Buurt     ,0.7,34.5,54.6,18.9,21.6,46.4,68.4,4.6,2.7,30.7,30.1,5.1,28.2,48.1,7.8,45.9,10.6,27.7,69.4,41.3,35.2,3.6,4.9,9.7,28.9
13570,220658,53115,MOG0095,BU05050706,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13571,220661,53115,MOG0095,BU05050707,2020JJ00,Dordrecht                               ,Buurt     ,0.7,48.3,41.3,8.8,8.8,35.8,83.2,4.2,3.3,19.6,16.1,0.9,14.8,35.5,2.4,32.2,4.2,16.6,85.7,47,55.4,0.7,1.8,1.3,18.3
13572,220664,53115,MOG0095,WK050508  ,2020JJ00,Dordrecht                               ,Wijk      ,1.9,40.6,53.7,19,24.4,53.6,63.5,6,3.6,30.5,29.1,5.7,26.6,52.9,10.7,55.7,16.2,38,73.5,45.8,40.8,5.7,7.2,10,36.2
13573,220667,53115,MOG0095,BU05050800,2020JJ00,Dordrecht                               ,Buurt     ,1.8,39.4,54.2,19.6,25.1,55.2,60.2,5.6,3.3,30.7,29.9,6,27,54.2,11.1,57.1,16.8,38.9,71.8,45.2,39.1,6.1,7.7,10.8,37
13574,220670,53115,MOG0095,BU05050801,2020JJ00,Dordrecht                               ,Buurt     ,1.7,39.4,52.6,18.1,24.7,51.7,64.4,5.6,3.4,29.3,27.5,5.1,25,52.3,10.3,56.2,16.2,38.7,72.9,44.7,39.4,5.2,6.4,8.9,36
13575,220673,53115,MOG0095,BU05050802,2020JJ00,Dordrecht                               ,Buurt     ,1,43.5,46,12.1,13.9,42.3,76.6,5.1,3.3,25.9,22.8,2.5,21.1,40.5,4.7,39.2,7.4,22.8,79.1,46.2,48,1.6,2.9,4.3,23.6
13576,220676,53115,MOG0095,WK050509  ,2020JJ00,Dordrecht                               ,Wijk      ,1.8,42.7,53.2,17.6,18.2,47.5,74.5,6,4,28.4,25.6,3.9,23.7,46,7,45.3,11,28,79.8,46.8,47.1,3.7,4.8,6.5,28.4
13577,220679,53115,MOG0095,BU05050900,2020JJ00,Dordrecht                               ,Buurt     ,1,41.2,49.3,14.5,16.4,41.3,76.3,5.5,3.7,26.1,22.5,2.7,20.6,42.1,4.7,40.9,8.1,23.5,78.7,45.6,46.4,1.9,3.3,4.4,24.6
13578,220682,53115,MOG0095,BU05050901,2020JJ00,Dordrecht                               ,Buurt     ,1.8,38.5,54.5,20.1,21.7,57.4,59.2,5,3.1,32.8,31.9,6,29.3,53.2,10.8,55.3,15.9,37,70.2,43.8,37.5,6,7.9,11.5,36.2
13579,220685,53115,MOG0095,BU05050902,2020JJ00,Dordrecht                               ,Buurt     ,1.2,40.7,51.8,15.7,16.6,44.1,75.6,5.3,3.5,27,23.8,3.1,22.1,42.8,5.4,41.2,8.5,23.9,78.9,45.6,45.7,2.4,3.6,5,24.8
13580,220688,53115,MOG0095,BU05050903,2020JJ00,Dordrecht                               ,Buurt     ,1,42.9,48.1,12.9,13.2,39.4,80,4.7,3.1,21.8,18.1,1.2,16.6,38.1,3.3,35.1,5.5,19.1,83.4,47.3,50.5,1.2,1.9,2.1,20.1
13581,220691,53115,MOG0095,BU05050904,2020JJ00,Dordrecht                               ,Buurt     ,1.5,37.3,53.4,18.5,20.2,55.5,58.8,4.5,2.5,30.6,29.6,5.3,27.2,51,9,53,14.9,35.3,69.7,43.3,37.6,5.5,7.6,11.1,34.2
13582,220694,53115,MOG0095,BU05050905,2020JJ00,Dordrecht                               ,Buurt     ,0.9,41.7,48.8,13.5,13.7,42.7,77,4.3,2.7,23.9,20.6,2,19,40.3,4.4,38.7,7.1,22.3,81,45,48.4,1.8,2.3,3.2,22.3
13583,220697,53115,MOG0095,BU05050906,2020JJ00,Dordrecht                               ,Buurt     ,1.2,40.9,51.9,15.7,16.3,43.3,76.8,5.3,3.5,25.1,21.5,2.2,19.8,42.1,4.9,41.8,8.3,24.3,81.3,45.4,46.8,2.1,2.9,3.5,24.9
13584,220700,53115,MOG0095,BU05050907,2020JJ00,Dordrecht                               ,Buurt     ,1.3,38.5,53.5,18.3,18.9,48.7,69.1,4.9,3.3,29.8,27.8,4.2,25.4,47,7.4,46.6,11.3,28.9,74.8,43.8,41.6,3.7,4.9,7.6,29.4
13585,220703,53115,MOG0095,BU05050908,2020JJ00,Dordrecht                               ,Buurt     ,1.2,42.8,51,15.4,15.7,41.1,80,5.7,3.7,25.4,21.8,2.3,19.9,41.7,4.9,40.7,8.3,23.9,82.2,45.9,49.6,2.1,2.6,3.5,24.5
13586,220706,53115,MOG0095,BU05050909,2020JJ00,Dordrecht                               ,Buurt     ,1.3,41.8,52,16.1,15.4,42.8,78.5,5.3,3.6,26,22.7,2.6,21.2,42.1,5.1,40.7,8.4,23.6,81.5,46,48.2,2.3,2.9,4.1,24.5
