underweight,overweight,severe_overweight,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction,big_small,smoker_p
4.5,62.5,21.6,92.0,13.6,11.4,35.2,30.7,29.5,53.4,52.3,12.5,30.7,93.2,65.9,9.1,6.8,34.1,55.7,50.0,5.7,59.1,9.1,5.7,0,22.7
3.4,52.4,17.3,83.8,8.6,6.0,29.2,24.9,22.7,48.3,48.4,11.5,29.1,87.2,59.5,5.2,5.7,30.7,52.8,48.4,4.0,51.2,7.5,3.6,0,16.6
3.0,52.3,16.4,83.2,8.3,6.0,28.8,24.5,22.5,47.3,48.4,11.3,29.0,86.9,59.4,5.4,5.4,30.7,52.3,49.5,3.7,50.4,7.1,3.3,0,16.4
2.9,50.1,15.0,84.8,8.6,5.9,26.5,21.8,20.2,46.8,45.8,9.9,27.1,88.8,62.3,4.7,4.2,28.4,54.2,48.1,3.0,50.9,6.2,2.8,0,15.9
4.0,49.4,14.9,88.8,9.6,7.1,28.6,23.3,21.7,46.6,46.7,10.6,27.6,91.0,67.4,5.0,4.3,29.2,58.7,46.3,3.4,53.7,6.5,3.1,0,16.1
2.8,50.3,14.8,84.9,8.5,6.0,27.9,23.0,21.3,45.2,46.2,10.2,26.7,87.8,61.1,4.5,4.2,29.1,53.3,46.5,3.2,50.7,6.1,2.7,0,15.6
4.8,60.0,25.5,62.5,8.8,5.1,37.9,37.7,34.7,66.2,71.7,27.1,52.3,72.2,43.7,14.9,18.8,50.4,45.7,66.7,10.4,48.0,17.8,11.0,0,32.0
3.2,50.1,16.0,85.0,9.1,5.9,27.1,23.4,21.2,51.0,51.3,12.9,33.6,86.9,59.2,4.8,5.0,31.6,53.9,46.3,3.5,50.3,8.0,3.5,0,20.4
3.3,52.5,17.2,84.2,8.8,6.3,27.7,24.0,22.3,49.7,48.1,11.6,30.3,87.9,58.2,5.0,5.3,30.7,53.3,50.0,3.9,52.5,7.7,3.6,0,19.2
3.9,54.0,19.2,83.5,10.0,6.6,29.2,25.8,23.7,53.4,52.6,13.9,34.2,86.5,56.6,5.6,6.4,33.8,51.6,50.0,4.7,52.4,9.3,4.5,0,23.5
3.8,56.0,21.0,72.9,9.5,5.9,33.3,31.1,28.6,59.1,62.5,20.4,43.6,79.5,50.5,9.0,11.1,41.6,48.9,57.5,6.8,48.6,12.9,7.1,0,27.1
3.9,57.3,20.8,82.0,10.0,8.2,34.9,31.8,29.4,52.9,55.3,16.1,35.7,85.1,55.7,8.6,10.2,36.9,53.7,53.7,6.7,51.4,10.2,5.9,0,23.1
3.4,55.5,20.5,82.3,10.3,7.1,32.9,29.0,27.0,55.5,54.5,15.2,36.4,83.4,53.8,6.6,8.3,35.3,50.5,50.0,5.6,50.3,10.3,4.8,0,25.3
3.5,53.1,19.8,75.3,8.6,5.2,30.1,27.5,25.6,57.4,57.9,17.0,40.0,81.1,51.7,7.3,9.2,37.3,49.8,54.4,5.4,49.7,11.8,5.4,0,25.3
3.4,57.3,21.6,79.8,10.3,7.1,35.1,32.3,29.8,57.7,59.9,18.5,41.3,81.0,51.8,8.2,10.3,40.0,49.6,53.0,6.9,49.2,11.5,6.0,0,27.6
3.9,60.7,25.8,65.4,8.9,5.7,38.8,37.8,35.3,62.4,66.0,23.6,46.7,74.2,43.0,12.2,16.3,46.5,45.0,65.0,9.4,47.8,15.9,9.0,0,29.4
3.3,59.7,23.3,83.3,11.4,8.5,37.0,33.3,31.5,56.4,57.9,17.3,38.6,82.7,52.7,7.0,9.4,38.2,49.4,50.9,7.3,51.2,10.6,5.5,0,27.0
3.2,54.3,17.3,87.5,9.6,7.5,29.9,25.2,23.3,48.1,45.9,10.3,27.4,88.9,60.3,4.9,5.3,28.6,53.2,47.4,4.1,53.0,6.8,3.4,0,19.2
3.9,57.1,19.7,87.7,12.1,9.4,35.0,31.0,29.1,52.2,49.5,13.8,31.0,87.2,61.1,7.2,8.9,32.5,54.7,49.3,6.4,55.2,9.4,4.9,0,23.2
3.2,57.7,22.1,71.7,8.5,5.6,34.4,33.1,30.8,58.2,58.5,18.6,40.1,77.7,47.0,9.4,12.8,39.5,46.6,58.3,7.5,50.3,12.8,7.0,0,26.9
3.9,61.3,26.7,74.7,10.9,8.1,43.7,42.9,40.7,64.3,64.6,22.6,45.7,73.3,44.8,11.7,17.8,44.8,46.5,59.1,11.4,49.6,15.9,8.6,0,33.3
4.0,56.7,23.1,74.1,9.9,6.2,36.5,35.4,33.0,63.4,66.3,22.7,48.4,75.9,47.6,10.2,13.6,45.0,47.9,56.7,8.9,50.6,15.7,7.8,0,32.9
3.0,52.9,16.9,85.2,8.9,6.3,28.3,24.1,22.3,48.3,47.9,11.3,29.7,87.7,59.0,4.5,4.9,30.0,51.5,46.4,3.7,52.2,7.1,3.4,0,18.5
3.9,52.0,16.8,85.5,9.5,6.7,26.3,21.8,19.8,52.0,47.2,12.3,31.3,93.9,68.7,5.0,5.0,30.2,60.3,52.5,3.9,56.4,8.4,3.9,0,18.4
3.4,51.2,15.4,87.1,8.9,6.8,28.8,24.0,22.2,47.4,46.2,10.4,27.3,90.1,62.4,4.7,4.9,28.8,55.8,49.0,3.6,54.5,6.6,3.2,0,16.5
3.3,57.2,21.4,80.5,9.5,6.7,34.0,31.0,29.4,53.5,52.2,14.9,33.3,83.1,52.6,6.7,9.5,34.9,49.1,52.2,6.9,51.1,11.0,5.8,0,24.2
3.0,55.0,19.0,82.4,9.3,6.6,31.7,28.6,26.7,51.2,50.6,13.6,32.1,84.5,54.8,6.0,7.3,32.9,50.2,49.5,5.1,50.6,9.4,4.6,0,21.3
3.1,51.5,14.8,87.2,8.8,6.6,27.6,22.6,21.0,44.2,44.9,9.7,26.1,90.9,63.9,4.6,4.0,28.6,54.9,47.3,3.3,52.4,5.7,2.9,0,14.2
3.8,62.3,28.4,63.4,8.1,5.1,41.1,41.3,39.0,66.4,69.6,25.3,50.4,69.5,39.3,13.9,20.1,48.1,42.8,66.4,10.9,46.8,17.7,10.2,0,30.9
4.0,61.5,27.3,62.3,7.9,4.5,36.4,37.1,34.2,66.6,70.0,25.3,51.3,73.9,40.8,13.0,17.9,48.8,44.2,68.0,9.7,48.8,17.9,10.7,0,30.9
3.9,53.9,19.7,87.0,12.0,8.1,32.0,26.8,25.0,55.6,53.9,14.4,35.9,88.4,62.3,5.6,6.3,32.9,55.3,47.4,4.6,51.8,9.9,4.2,0,23.2
3.8,52.1,16.5,87.4,10.3,8.4,31.2,27.0,25.3,49.0,47.5,11.5,29.1,90.4,64.4,5.7,5.7,30.7,57.5,50.2,5.0,56.3,7.7,3.8,0,17.2
3.9,59.7,22.3,80.6,10.7,7.8,33.5,30.1,28.2,55.3,57.8,16.5,37.9,86.9,54.9,8.7,9.2,39.8,51.0,57.3,5.8,53.4,10.7,6.3,0,24.0
2.9,55.7,20.3,79.2,9.2,6.2,32.3,29.3,27.1,55.3,56.2,16.1,38.1,82.2,53.0,6.6,8.4,36.2,48.4,51.1,5.8,49.1,10.4,4.8,0,24.0
3.9,61.0,25.3,79.4,9.7,7.0,36.8,34.3,32.0,56.0,57.1,17.3,37.6,81.6,48.6,8.6,11.1,38.4,46.8,56.3,7.5,51.8,11.4,5.6,0,28.1
5.0,47.1,13.6,92.1,12.1,9.3,27.9,22.9,20.7,50.0,47.1,11.4,28.6,94.3,74.3,5.7,5.0,30.0,66.4,47.1,4.3,58.6,7.1,3.6,0,17.1
6.7,49.4,15.7,95.5,13.5,11.2,31.5,24.7,23.6,47.2,46.1,10.1,27.0,95.5,80.9,5.6,4.5,30.3,67.4,42.7,4.5,62.9,7.9,3.4,0,16.3
5.9,55.4,19.8,89.1,13.9,10.9,33.7,29.7,27.7,55.4,55.4,15.8,35.6,92.1,64.4,6.9,7.9,35.6,60.4,51.5,6.9,58.4,10.9,5.9,0,24.8
11.1,72.2,27.8,100.0,22.2,22.2,44.4,38.9,38.9,55.6,61.1,16.7,38.9,100.0,88.9,11.1,11.1,44.4,72.2,50.0,11.1,72.2,11.1,11.1,0,27.8
7.5,55.0,20.0,95.0,15.0,12.5,37.5,32.5,30.0,52.5,52.5,15.0,32.5,97.5,77.5,10.0,7.5,37.5,70.0,57.5,7.5,67.5,10.0,7.5,0,17.5
2.9,50.6,15.0,87.9,9.0,7.8,30.4,25.2,23.5,45.8,45.6,9.8,26.8,88.7,62.4,4.6,4.9,29.4,56.2,46.1,3.8,54.6,6.2,3.1,0,16.0
3.9,58.3,24.7,64.6,8.2,5.2,37.8,37.0,34.2,63.9,68.3,24.3,48.8,72.3,44.0,12.8,17.2,46.8,45.7,64.2,9.3,46.9,16.2,9.3,0,28.9
3.4,56.2,20.7,79.8,9.2,6.3,34.0,30.9,28.8,53.8,52.9,14.7,34.0,82.0,51.5,7.9,10.0,34.8,49.5,53.6,6.2,50.1,10.3,5.2,0,23.0
3.9,57.3,23.6,75.8,9.6,6.5,36.5,34.6,32.3,57.9,57.3,18.8,38.9,80.9,51.7,9.0,12.6,39.0,50.3,58.1,8.1,51.4,13.8,7.3,0,26.4
4.1,52.9,19.2,84.6,10.6,7.2,31.0,27.4,25.1,55.0,56.9,15.6,38.2,86.2,57.7,6.1,6.8,36.1,53.8,49.1,4.5,51.1,9.7,4.5,0,24.0
3.2,58.1,21.6,78.9,9.0,6.4,33.8,29.9,27.7,53.8,55.4,15.7,36.6,83.2,52.2,7.4,9.0,37.0,48.0,55.2,5.9,50.9,10.1,5.0,0,24.6
2.9,56.2,19.0,82.3,8.6,6.4,30.1,25.9,24.0,49.8,50.1,12.8,32.6,86.0,55.5,5.5,6.1,32.4,48.8,50.2,4.3,51.7,7.9,3.8,0,20.3
3.3,57.9,22.7,75.2,9.3,6.3,35.7,33.7,31.3,59.7,61.3,20.5,43.1,78.6,50.8,9.3,11.8,41.9,47.7,56.1,7.8,49.9,13.8,6.7,0,28.8
2.8,56.5,20.4,79.9,9.1,6.3,32.1,28.5,26.5,53.3,54.5,15.0,36.3,82.3,52.7,6.4,8.1,35.5,47.3,51.1,5.5,49.7,9.6,4.5,0,24.0
4.1,53.4,16.7,87.8,10.4,8.1,31.2,26.5,24.9,47.5,45.5,10.6,27.1,88.2,60.6,5.0,5.2,29.4,53.2,45.9,4.3,53.6,7.2,3.6,0,17.2
2.9,57.8,20.5,80.6,9.5,7.2,34.9,31.2,29.2,52.8,54.6,15.9,37.5,82.3,53.2,7.6,9.5,36.7,48.3,51.7,6.4,50.5,9.6,5.5,0,23.1
3.0,55.6,20.2,81.3,9.1,7.0,33.7,29.8,28.1,54.0,55.0,15.5,37.7,82.5,55.1,6.3,8.3,35.1,48.9,50.1,5.6,50.8,9.6,4.7,0,22.5
3.3,56.4,21.8,74.7,8.7,6.0,32.9,31.2,29.1,58.2,60.3,18.9,41.7,79.0,48.9,8.2,10.5,39.8,47.0,55.5,6.8,48.3,13.1,6.2,0,26.9
3.3,59.0,23.4,75.1,9.2,6.5,35.4,33.0,31.0,58.8,60.8,19.7,42.2,78.7,48.1,8.5,11.5,40.6,45.7,55.1,7.6,49.7,13.5,6.8,0,28.8
3.2,58.2,22.0,74.2,8.7,6.3,34.8,32.6,30.3,55.8,57.9,18.0,39.0,79.9,48.8,7.9,10.7,39.4,46.5,56.3,6.9,49.4,12.3,6.5,0,25.0
5.3,52.1,19.1,87.8,12.8,8.5,30.9,26.6,25.0,60.6,61.7,19.7,45.7,88.8,63.8,6.9,8.0,38.8,59.6,48.4,5.9,55.9,13.3,5.9,0,28.7
3.1,58.2,21.1,81.2,9.4,6.7,32.0,28.0,26.2,52.5,54.8,15.5,37.0,85.6,54.9,6.7,7.5,36.6,48.6,52.3,5.4,51.7,9.6,4.9,0,23.4
3.2,58.0,21.5,78.9,8.8,6.0,32.9,29.5,27.8,53.2,54.4,16.2,36.4,83.2,52.0,7.1,9.2,36.1,47.3,53.5,5.7,50.8,10.4,5.3,0,23.9
3.2,57.4,19.7,87.1,10.0,8.2,33.5,29.4,27.6,48.8,46.6,11.5,27.9,87.6,60.0,5.9,6.5,30.9,51.5,49.7,5.0,54.4,7.9,4.1,0,18.2
3.2,62.5,23.7,77.2,9.9,7.7,42.0,38.8,36.9,54.7,58.7,19.6,39.9,79.2,51.3,10.6,14.1,41.0,47.1,58.7,9.6,50.0,12.5,7.7,0,24.4
3.0,52.0,16.3,77.0,6.9,4.4,26.3,22.0,20.0,49.0,53.4,14.9,34.3,87.4,58.8,5.9,6.1,35.2,53.0,56.3,3.7,48.3,8.0,3.9,0,15.9
3.1,50.2,15.6,78.9,7.6,4.8,26.6,22.3,20.6,49.6,51.7,13.7,33.2,87.4,60.9,5.5,5.9,33.2,54.8,53.2,3.8,49.3,8.3,3.6,0,16.7
4.2,56.2,20.3,81.2,9.9,6.2,32.3,28.6,26.6,56.2,57.3,16.7,38.5,87.0,58.9,7.8,9.9,37.5,55.7,55.2,6.8,50.0,11.5,5.7,0,22.9
5.4,43.2,14.4,94.6,17.1,10.4,25.2,20.7,18.9,66.7,61.3,18.9,47.7,92.8,77.5,3.6,3.6,34.2,72.1,36.9,3.6,55.0,12.6,4.5,0,30.6
2.7,42.1,12.9,80.4,8.6,6.1,27.9,24.1,21.9,50.6,49.1,12.4,31.8,80.9,59.4,5.5,7.0,29.3,55.1,42.0,4.2,55.5,8.8,3.4,1,18.8
3.2,30.7,7.3,89.5,14.7,11.1,21.7,17.1,14.9,54.2,49.5,11.8,33.8,87.1,67.0,2.8,2.5,28.0,67.2,30.2,2.1,60.6,8.0,1.9,1,20.0
2.7,36.8,9.8,87.0,10.7,8.5,25.6,20.1,18.1,49.8,50.1,11.8,33.2,84.8,63.6,3.6,3.4,28.6,61.6,35.6,2.8,58.2,6.8,2.3,1,16.1
3.4,29.4,7.1,88.4,16.6,11.4,20.5,16.8,14.4,58.7,54.1,14.0,40.0,86.6,66.6,3.2,2.8,30.5,68.6,30.1,2.1,60.8,9.3,2.5,1,22.3
6.1,26.8,6.5,84.6,11.3,8.8,18.5,15.2,12.5,55.9,59.2,18.2,44.6,88.0,59.7,3.3,2.3,33.6,67.8,38.0,1.4,60.6,8.9,2.4,1,18.6
3.8,27.8,6.1,87.9,16.2,11.9,19.5,15.8,13.3,58.8,55.2,14.4,41.6,87.5,67.1,2.8,2.2,31.2,69.3,31.1,1.6,62.0,9.1,2.3,1,20.4
3.0,35.8,9.2,86.5,12.9,8.9,23.7,19.5,17.2,54.8,54.0,13.8,38.5,84.7,61.5,3.7,3.6,30.5,62.4,34.0,2.8,58.5,8.3,2.6,1,19.4
2.8,34.2,8.3,88.9,11.8,8.8,22.3,16.9,15.2,51.1,48.8,10.3,32.9,87.4,64.7,2.7,2.2,26.2,64.2,33.2,1.8,59.8,6.8,1.9,1,15.7
2.7,37.9,10.7,83.9,8.6,6.7,24.7,20.5,18.0,51.5,56.8,14.7,39.5,84.3,59.7,4.1,3.9,33.1,59.6,39.7,3.0,57.7,7.4,2.8,1,15.8
4.1,32.4,9.4,83.4,12.8,8.7,21.2,18.0,16.0,61.4,58.6,16.0,43.3,83.6,64.6,3.3,3.6,32.3,63.0,35.4,2.6,55.2,10.6,2.9,1,21.4
2.0,54.3,21.3,72.8,7.7,6.3,40.3,37.8,35.8,55.3,55.9,17.7,37.4,70.5,43.7,8.2,13.1,37.5,43.8,50.0,8.4,47.4,12.1,6.1,1,25.1
2.7,41.3,12.3,83.1,8.1,5.8,27.0,22.1,20.3,49.6,49.9,12.4,32.6,83.4,60.9,4.0,4.9,30.0,56.1,40.4,3.5,54.8,7.6,2.9,1,16.9
3.9,33.5,10.2,82.6,11.5,8.2,24.3,20.0,18.4,59.0,58.6,16.3,41.6,83.3,63.3,3.8,5.1,33.6,62.3,39.1,3.2,55.9,10.1,3.3,1,20.1
2.4,39.4,10.8,86.1,9.3,6.9,24.9,19.5,17.7,47.5,47.0,10.0,29.4,85.7,61.7,3.9,3.8,27.0,58.8,36.6,2.5,57.5,6.3,2.2,1,14.9
2.4,44.8,14.8,79.3,8.6,6.6,27.5,24.2,22.3,52.6,50.0,12.3,32.7,80.8,54.7,4.9,6.6,29.5,53.0,42.2,4.2,54.6,9.8,3.5,1,20.5
3.1,37.2,11.6,82.9,13.5,10.0,25.8,22.8,20.7,59.7,53.6,13.9,38.7,81.3,60.1,4.3,5.5,30.3,60.1,35.2,3.9,55.7,10.8,3.3,1,24.4
2.4,47.7,16.3,77.2,8.4,6.7,31.2,29.0,26.8,55.2,55.9,16.1,38.6,77.4,50.6,6.4,8.6,34.6,50.4,45.3,5.7,53.3,10.6,4.7,1,22.5
1.9,45.2,11.5,85.2,7.5,6.4,29.5,23.0,21.6,41.7,46.8,10.5,29.4,84.3,60.9,3.6,4.0,29.6,53.2,39.5,2.2,54.1,4.2,1.9,1,11.8
2.6,40.8,11.2,85.4,7.9,4.8,25.0,18.9,17.2,45.3,45.5,9.9,28.6,85.5,62.0,3.3,3.2,26.8,56.5,37.2,2.6,57.1,6.1,2.1,1,15.0
2.4,47.4,15.9,75.8,6.9,4.1,31.0,27.6,25.4,53.5,52.7,14.3,34.2,77.3,51.2,6.9,8.9,34.0,50.4,47.5,5.4,52.7,9.8,4.3,1,19.8
2.8,33.4,7.7,89.6,11.0,7.4,21.2,16.2,14.3,47.4,43.9,8.9,28.2,88.4,68.6,2.5,1.9,24.6,64.7,31.7,1.7,60.3,5.9,1.5,1,14.5
2.6,47.1,16.1,69.4,8.0,5.0,32.7,32.1,29.5,60.8,61.9,22.0,44.7,72.7,48.2,10.2,11.5,42.1,50.9,52.1,7.4,54.1,13.5,6.5,1,25.3
3.0,33.2,8.4,87.0,11.8,8.0,22.3,18.2,16.1,53.8,48.6,11.9,33.4,86.0,65.3,3.3,3.2,28.2,64.8,33.3,2.4,59.2,7.8,2.2,1,19.2
3.6,36.7,11.3,80.2,16.6,11.3,25.8,23.5,21.5,61.1,53.7,15.4,39.6,79.7,58.5,6.0,6.6,32.2,61.0,37.5,4.3,58.2,11.5,3.9,1,25.2
2.9,35.2,9.6,84.8,11.9,8.5,24.1,20.6,18.4,53.7,51.2,13.6,35.8,83.6,62.2,4.2,4.2,30.7,63.0,36.1,3.1,57.8,8.4,2.8,1,20.0
2.6,48.7,17.2,70.3,7.5,4.1,31.6,28.3,26.0,56.8,59.7,18.1,41.7,75.3,51.7,8.0,9.9,38.2,48.5,51.0,6.1,51.4,12.0,5.2,1,23.4
2.6,47.5,16.8,74.3,7.6,4.4,30.4,27.5,25.3,56.6,56.7,17.4,39.3,76.1,51.3,7.0,8.8,36.0,50.1,49.2,5.7,53.1,11.6,4.7,1,24.3
2.4,43.6,12.9,83.9,7.9,5.6,27.9,22.2,20.5,44.7,44.3,9.2,26.2,83.6,58.0,4.0,4.5,26.7,54.6,40.8,3.4,56.6,5.5,2.3,1,15.3
2.1,41.8,11.6,84.3,6.9,5.0,26.0,21.1,19.2,44.7,44.7,9.8,26.9,84.5,61.9,4.1,4.7,26.3,57.2,40.5,3.9,57.0,6.5,2.9,1,15.2
3.5,37.9,10.6,80.8,8.1,4.6,23.6,20.1,17.6,55.2,60.4,18.3,46.7,82.6,57.4,5.5,5.5,38.4,60.1,44.1,3.6,57.6,9.7,3.7,1,18.9
2.0,42.5,10.7,85.9,6.7,4.1,23.5,17.2,15.8,40.8,40.2,7.6,23.1,87.5,64.4,2.8,2.8,23.7,55.2,40.9,2.2,57.1,4.4,1.7,1,11.3
1.9,43.8,12.1,80.2,5.6,2.6,21.5,16.9,15.2,42.7,43.0,9.7,27.0,87.2,62.8,3.3,3.7,24.9,54.0,45.1,2.3,55.0,6.2,2.3,1,13.1
1.9,42.5,10.6,85.4,6.5,4.2,24.1,18.0,16.2,41.5,41.2,7.9,24.1,87.3,62.7,3.6,2.8,24.5,56.1,40.8,2.4,58.0,4.6,1.9,1,11.3
2.2,40.8,11.2,84.7,8.3,6.1,28.3,23.7,22.2,46.4,50.5,13.2,31.1,83.1,61.7,3.2,4.6,32.0,57.2,39.9,4.7,54.3,7.0,3.1,1,15.1
3.7,33.5,8.5,85.7,9.9,5.4,21.2,18.0,15.7,49.0,49.7,13.0,34.0,86.6,64.7,3.1,2.3,29.9,62.9,38.6,1.8,58.6,7.5,2.0,1,16.4
2.0,50.0,14.8,83.6,7.3,4.2,28.0,23.2,21.7,42.0,42.7,8.8,25.7,84.4,57.1,3.9,4.2,26.5,48.8,39.7,2.9,53.8,5.5,2.4,1,14.4
2.5,51.5,17.7,71.2,7.4,4.1,32.4,30.8,28.5,55.4,58.3,18.0,40.8,74.9,49.1,7.2,9.3,38.5,46.8,49.7,6.3,50.8,12.5,5.5,1,24.8
2.1,49.8,15.7,79.3,6.9,4.4,29.4,25.8,24.1,48.3,49.7,12.8,32.1,80.7,53.2,5.4,6.0,32.4,48.9,47.3,4.1,53.3,8.1,3.4,1,19.3
2.1,47.9,14.2,82.0,7.6,4.4,27.4,23.1,21.4,44.1,46.2,10.9,28.9,83.9,57.7,3.9,4.3,29.3,50.6,40.6,3.1,53.0,6.4,2.5,1,16.1
3.5,29.6,7.4,88.5,9.7,4.8,18.0,14.4,11.8,58.8,55.8,14.7,44.3,87.7,69.0,2.2,1.5,29.8,66.1,34.0,1.3,56.3,9.5,2.0,1,20.7
2.3,48.4,15.6,77.8,7.6,4.8,29.6,26.3,24.3,50.1,49.4,12.8,32.5,79.9,52.6,5.7,6.7,31.0,49.8,46.1,4.3,52.8,8.8,3.4,1,20.2
2.2,49.7,15.9,78.0,7.4,4.3,29.2,25.4,23.5,49.3,50.2,12.8,32.9,80.6,55.5,5.2,6.7,30.9,48.2,46.0,4.1,52.9,8.3,3.5,1,19.3
2.2,48.8,15.1,79.1,7.6,4.4,29.4,26.1,24.3,50.6,52.0,14.4,34.6,80.0,55.4,5.2,6.0,33.1,49.6,45.9,4.4,52.0,9.2,3.8,1,20.6
2.2,50.1,16.3,76.4,7.3,4.3,32.0,29.4,27.5,51.7,54.4,15.4,36.3,77.5,52.9,6.0,7.4,34.6,48.0,48.8,5.6,50.6,10.1,4.4,1,20.7
1.9,49.5,14.8,83.5,7.6,4.7,28.7,24.3,22.6,42.9,44.6,9.2,25.9,83.6,58.1,3.7,4.0,27.3,49.0,41.9,3.2,53.0,5.5,2.4,1,14.7
2.4,56.0,20.6,50.9,5.9,3.1,36.1,37.1,34.8,64.0,68.3,24.7,51.6,65.9,38.9,15.7,18.8,47.7,43.4,68.5,9.2,50.4,16.9,9.8,1,25.4
2.7,41.9,12.6,74.6,8.4,4.7,24.0,21.8,19.5,57.2,55.4,15.5,41.2,81.0,56.6,6.0,7.0,33.7,55.8,46.3,3.7,54.8,10.5,4.1,1,21.4
2.9,33.2,8.8,84.1,10.6,6.6,21.0,18.2,15.8,57.2,54.9,14.5,41.8,85.6,64.8,3.8,3.2,32.7,64.2,36.6,2.2,58.8,9.4,2.9,1,20.1
3.3,36.4,11.0,77.2,10.3,6.0,24.5,21.9,19.0,60.8,59.9,16.9,46.0,80.6,59.5,6.5,6.7,36.0,60.4,43.1,3.6,58.5,12.2,3.9,1,20.4
2.6,43.1,13.3,82.2,10.3,6.3,28.6,25.1,23.0,51.9,53.8,14.4,37.2,80.4,55.8,5.4,6.2,32.8,54.7,39.6,3.8,54.7,8.3,3.0,1,19.0
3.7,33.6,8.9,82.6,11.6,6.5,20.5,17.4,15.1,56.5,56.1,15.4,41.7,85.2,62.2,3.7,3.3,33.6,62.9,38.5,2.2,59.0,9.2,2.5,1,18.9
3.0,39.4,12.1,76.4,9.3,5.1,24.2,21.7,19.5,58.1,59.3,17.2,44.1,80.9,57.3,6.0,6.6,37.1,57.1,44.8,4.1,55.5,10.5,4.0,1,20.8
2.9,49.6,17.5,63.1,7.8,4.3,29.1,28.0,25.6,58.0,60.0,18.3,43.0,75.0,47.1,11.0,12.2,39.8,47.3,56.5,6.0,52.6,12.4,6.0,1,22.4
2.4,28.2,6.3,91.2,7.3,4.5,19.9,15.2,13.3,53.4,43.3,9.9,31.9,89.8,68.0,1.5,1.5,25.7,69.2,31.8,1.6,62.1,7.4,1.5,1,15.0
2.5,52.5,19.1,64.0,7.0,3.6,34.8,33.3,30.6,61.7,65.3,22.3,48.0,69.5,43.3,11.4,13.6,45.5,46.1,58.2,7.6,49.6,15.8,7.3,1,26.7
2.9,48.0,16.6,64.5,7.0,3.9,29.6,27.0,24.8,57.7,60.8,19.3,44.4,75.0,48.8,9.4,11.8,40.6,50.1,55.8,5.8,52.9,11.9,5.6,1,22.1
3.0,40.1,12.0,79.3,9.5,4.8,27.4,25.3,23.1,58.5,56.6,18.3,43.8,78.3,58.1,6.1,7.1,36.1,58.7,42.3,4.7,55.9,12.6,4.4,1,23.2
2.9,54.3,20.4,49.3,5.2,2.6,32.8,33.4,30.9,63.5,68.9,24.4,50.8,67.6,40.2,14.7,18.3,48.1,44.2,67.6,8.1,50.8,16.4,8.9,1,25.2
2.2,56.1,20.9,63.5,6.4,4.4,36.7,35.6,33.5,58.3,60.8,19.8,42.4,70.3,41.4,9.9,14.4,42.3,43.0,58.5,8.0,49.9,13.4,6.4,1,25.5
2.4,57.2,22.2,57.1,6.5,3.8,38.5,39.1,37.0,62.2,66.8,23.2,48.3,64.6,37.5,14.4,18.6,45.7,40.6,63.9,9.9,49.5,15.9,8.3,1,27.6
2.3,52.6,17.9,71.7,6.8,4.4,32.8,31.5,29.3,53.2,54.9,16.0,38.6,74.3,46.9,8.2,11.3,35.4,45.3,51.5,6.2,51.9,10.5,4.8,1,21.2
3.4,34.9,8.6,86.5,9.2,4.5,21.2,17.0,15.0,52.7,50.6,12.5,35.8,86.5,66.2,3.0,2.2,29.7,62.3,36.6,1.7,58.7,8.3,1.9,1,16.1
2.6,43.5,12.6,83.2,9.7,5.3,24.1,20.5,18.7,49.8,48.3,11.7,32.6,83.5,58.3,3.9,4.0,29.3,53.9,41.1,2.8,56.7,7.5,2.5,1,17.9
2.0,46.4,12.1,83.1,6.5,4.0,24.6,19.7,18.0,41.3,41.7,8.2,25.3,86.8,61.9,3.8,2.9,25.6,52.6,43.0,2.2,55.8,4.8,1.8,1,12.6
2.2,42.0,13.4,85.4,8.2,4.2,28.6,24.7,22.9,43.0,45.5,9.3,27.2,82.6,64.9,2.8,2.7,25.6,55.1,41.9,3.2,58.0,5.2,2.0,1,12.6
2.5,38.4,10.2,85.2,8.6,7.1,25.1,20.7,18.7,49.3,50.0,11.9,33.4,84.7,63.2,3.9,3.9,30.0,59.0,38.3,3.0,57.4,7.0,2.5,1,15.1
1.2,44.9,9.6,85.0,12.2,12.1,23.3,19.1,18.7,36.1,37.8,4.6,12.3,89.8,56.7,2.1,2.5,28.3,54.8,38.8,1.6,55.0,1.7,1.3,1,8.0
2.9,37.2,10.0,86.3,11.5,7.6,24.0,20.2,18.1,50.7,48.1,11.2,32.1,85.0,63.4,3.8,4.0,27.2,60.2,34.9,2.7,59.2,7.6,2.4,1,17.8
4.7,26.5,5.8,86.5,10.8,5.5,17.1,13.6,10.6,61.5,62.2,17.6,48.0,88.6,67.0,2.6,2.1,34.8,68.8,36.3,1.3,62.9,10.9,2.6,1,19.6
3.3,37.8,11.2,84.3,10.4,6.5,24.6,21.0,19.0,53.9,51.3,12.5,35.4,83.8,60.8,4.1,4.9,28.9,59.3,37.2,3.1,57.7,8.7,2.8,1,19.1
2.6,48.1,17.4,72.0,7.9,5.3,32.6,31.0,28.9,57.0,59.7,17.8,41.1,74.0,47.2,8.2,11.3,37.5,49.5,49.4,6.5,50.3,12.1,5.2,1,24.2
